Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sasuke-uchiha-chidori-action-figure-18-cm-naruto-shippuden-collectible,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/anime_lightning_strike_statue_webp.webp?v=1755586477,2,Sasuke Uchiha Chidori Action Figure (18 cm) – Naruto Shippuden Collectible DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
sasuke-uchiha-chidori-action-figure-18-cm-naruto-shippuden-collectible,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/blue_energy_warrior_collectible_webp.webp?v=1755586523,3,Sasuke Uchiha Chidori Action Figure (18 cm) – Naruto Shippuden Collectible DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
sasuke-uchiha-chidori-action-figure-18-cm-naruto-shippuden-collectible,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/electric_power_fighter_display_webp.webp?v=1755586566,4,Sasuke Uchiha Chidori Action Figure (18 cm) – Naruto Shippuden Collectible DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
sasuke-uchiha-chidori-action-figure-18-cm-naruto-shippuden-collectible,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/lightning_ninja_attack_figure_webp.webp?v=1755586610,5,Sasuke Uchiha Chidori Action Figure (18 cm) – Naruto Shippuden Collectible DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
sasuke-uchiha-chidori-action-figure-18-cm-naruto-shippuden-collectible,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/ninja_battle_action_model_webp.webp?v=1755586658,6,Sasuke Uchiha Chidori Action Figure (18 cm) – Naruto Shippuden Collectible DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
naruto-uzumaki-action-figure-15-cm-naruto-shippuden-collectible,Naruto Uzumaki Action Figure (15 cm) – Naruto Shippuden Collectible,"<p data-start=""92"" data-end=""404"" class="""">Embrace the spirit of the Hidden Leaf Village with this 15 cm Naruto Uzumaki Action Figure from <em data-start=""223"" data-end=""241"">Naruto Shippuden</em>! Featuring Naruto in his signature orange jumpsuit with arms crossed and a determined expression, this figure captures the essence of the future Hokage.</p>
<p data-start=""406"" data-end=""773"" class="""">Crafted from high-quality PVC, the figure stands 15 cm tall and includes a sturdy display base for secure positioning. This collectible is a must-have for Naruto fans, offering a perfect blend of detail and durability. Whether for display or as a gift, this Naruto Uzumaki Action Figure brings the power of the Nine-Tails to your collection.</p>
<p data-start=""775"" data-end=""790"" class="""">Features:</p>
<ul data-start=""791"" data-end=""1103"">
<li data-start=""791"" data-end=""857"" class="""">
<p data-start=""793"" data-end=""857"" class="""">15 cm Naruto Uzumaki Action Figure from <em data-start=""837"" data-end=""855"">Naruto Shippuden</em></p>
</li>
<li data-start=""858"" data-end=""909"" class="""">
<p data-start=""860"" data-end=""909"" class="""">Iconic orange jumpsuit and crossed-arm pose</p>
</li>
<li data-start=""910"" data-end=""972"" class="""">
<p data-start=""912"" data-end=""972"" class="""">Premium PVC material for durability and fine detailing</p>
</li>
<li data-start=""973"" data-end=""1034"" class="""">
<p data-start=""975"" data-end=""1034"" class="""">Comes with a stable display stand for easy showcasing</p>
</li>
<li data-start=""1035"" data-end=""1103"" class="""">
<p data-start=""1037"" data-end=""1103"" class="""">Perfect for anime collectors, Naruto fans, and gifts</p>
</li>
</ul>
<p data-start=""1105"" data-end=""1258"" class="""">Add the Seventh Hokage to your collection today with this Naruto Uzumaki Action Figure—a true tribute to the Hero of the Hidden Leaf Village!</p>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures",Q-posket,"Action Figure, Anime Collectible, Naruto Shippuden, Naruto Uzumaki",true,Title,Default Title,,,,,,,,DFAFNT21,0.0,shopify,10,deny,manual,370.00,,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/village_guardian_action_figure_webp.webp?v=1755586202,1,Naruto Uzumaki Action Figure (15 cm) – Naruto Shippuden Collectible DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,,active
naruto-uzumaki-action-figure-15-cm-naruto-shippuden-collectible,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/anime_hero_collectible_statue_webp.webp?v=1755586251,2,Naruto Uzumaki Action Figure (15 cm) – Naruto Shippuden Collectible DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
naruto-uzumaki-action-figure-15-cm-naruto-shippuden-collectible,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/battle_ready_ninja_statue_webp.webp?v=1755586297,3,Naruto Uzumaki Action Figure (15 cm) – Naruto Shippuden Collectible DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
naruto-uzumaki-action-figure-15-cm-naruto-shippuden-collectible,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/ninja_champion_display_model_webp.webp?v=1755586342,4,Naruto Uzumaki Action Figure (15 cm) – Naruto Shippuden Collectible DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
naruto-uzumaki-action-figure-15-cm-naruto-shippuden-collectible,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/orange_ninja_warrior_figure_webp.webp?v=1755586389,5,Naruto Uzumaki Action Figure (15 cm) – Naruto Shippuden Collectible DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
naruto-shippuden-minato-namikaze-big-action-figure-18-cm,Naruto Shippuden Minato Namikaze Big Action Figure – 18 CM,"<p data-start=""66"" data-end=""324"" class="""">Bring home the legendary Fourth Hokage with this stunning Minato Namikaze action figure from <em data-start=""163"" data-end=""181"">Naruto Shippuden</em>! Standing 18 cm tall, this detailed collectible captures Minato’s iconic look, from his signature yellow hair to his sleek Hokage cloak.</p>
<p data-start=""326"" data-end=""605"" class="""">Crafted from high-quality PVC, this figure is perfect for anime fans, collectors, and Naruto enthusiasts. Whether displayed on your shelf or added to your Naruto collection, this action figure is a must-have tribute to the ""Yellow Flash"" of the Hidden Leaf Village.</p>
<p data-start=""607"" data-end=""622"" class="""">Features:</p>
<ul data-start=""623"" data-end=""830"">
<li data-start=""623"" data-end=""673"" class="""">
<p data-start=""625"" data-end=""673"" class="""">Character: Minato Namikaze (Fourth Hokage)</p>
</li>
<li data-start=""674"" data-end=""712"" class="""">
<p data-start=""676"" data-end=""712"" class="""">Anime Series: Naruto Shippuden</p>
</li>
<li data-start=""713"" data-end=""737"" class="""">
<p data-start=""715"" data-end=""737"" class="""">Size: 18 cm tall</p>
</li>
<li data-start=""738"" data-end=""767"" class="""">
<p data-start=""740"" data-end=""767"" class="""">Material: Premium PVC</p>
</li>
<li data-start=""768"" data-end=""830"" class="""">
<p data-start=""770"" data-end=""830"" class="""">Perfect for: Collectors, anime fans, and Naruto lovers</p>
</li>
</ul>
<p data-start=""832"" data-end=""910"" class="""">Elevate your anime collection with the speed and style of Minato Namikaze!</p>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures",Action Figure,"",true,Title,Default Title,,,,,,,,DFAFNT22,0.0,shopify,4,deny,manual,799.00,,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/battle_ready_shinobi_model_webp.webp?v=1755585973,1,Naruto Shippuden Minato Namikaze Big Action Figure – 18 CM DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,,active
naruto-shippuden-minato-namikaze-big-action-figure-18-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/anime_warrior_collectible_statue_webp.webp?v=1755586016,2,Naruto Shippuden Minato Namikaze Big Action Figure – 18 CM DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
naruto-shippuden-minato-namikaze-big-action-figure-18-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/elite_ninja_action_figure_webp.webp?v=1755586064,3,Naruto Shippuden Minato Namikaze Big Action Figure – 18 CM DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
naruto-shippuden-minato-namikaze-big-action-figure-18-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/kunai_master_ninja_statue_webp.webp?v=1755586109,4,Naruto Shippuden Minato Namikaze Big Action Figure – 18 CM DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
naruto-shippuden-minato-namikaze-big-action-figure-18-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/yellow_flash_ninja_figure_webp.webp?v=1755586160,5,Naruto Shippuden Minato Namikaze Big Action Figure – 18 CM DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
naruto-minato-namikaze-big-action-figure-24-cm,Naruto Minato Namikaze Big Action Figure – 24 CM,"<article class=""w-full text-token-text-primary"" dir=""auto"" data-testid=""conversation-turn-72"" data-scroll-anchor=""true"">
<div class=""text-base my-auto mx-auto py-5 px-6"">
<div class=""mx-auto flex flex-1 text-base gap-4 md:gap-5 lg:gap-6 md:max-w-3xl lg:max-w-[40rem] xl:max-w-[48rem] group/turn-messages focus-visible:outline-none"" tabindex=""-1"">
<div class=""group/conversation-turn relative flex w-full min-w-0 flex-col agent-turn @xs/thread:px-0 @sm/thread:px-1.5 @md/thread:px-4"">
<div class=""relative flex-col gap-1 md:gap-3"">
<div class=""flex max-w-full flex-col flex-grow"">
<div data-message-author-role=""assistant"" data-message-id=""be7f74f0-45aa-4a56-bf05-9a8da1b0014b"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 whitespace-normal break-words text-start [.text-message+&amp;]:mt-5"" data-message-model-slug=""gpt-4o"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<p data-start=""56"" data-end=""330"" class="""">Celebrate the legacy of the Fourth Hokage, Minato Namikaze, with this impressive 24 cm action figure from <em data-start=""170"" data-end=""188"">Naruto Shippuden</em>! Designed with exceptional detail, this collectible showcases Minato’s iconic yellow hair, signature Hokage cloak, and battle-ready stance.</p>
<p data-start=""332"" data-end=""604"" class="""">Made from high-quality PVC, this durable and eye-catching figure is perfect for anime enthusiasts and collectors alike. Whether you're a die-hard Naruto fan or building your anime display, this Minato Namikaze figure is a powerful addition to any collection.</p>
<p data-start=""606"" data-end=""621"" class="""">Features:</p>
<ul data-start=""622"" data-end=""832"">
<li data-start=""622"" data-end=""672"" class="""">
<p data-start=""624"" data-end=""672"" class="""">Character: Minato Namikaze (Fourth Hokage)</p>
</li>
<li data-start=""673"" data-end=""711"" class="""">
<p data-start=""675"" data-end=""711"" class="""">Anime Series: Naruto Shippuden</p>
</li>
<li data-start=""712"" data-end=""736"" class="""">
<p data-start=""714"" data-end=""736"" class="""">Size: 24 cm tall</p>
</li>
<li data-start=""737"" data-end=""766"" class="""">
<p data-start=""739"" data-end=""766"" class="""">Material: Premium PVC</p>
</li>
<li data-start=""767"" data-end=""832"" class="""">
<p data-start=""769"" data-end=""832"" class="""">Ideal for: Collectors, anime fans, and Naruto enthusiasts</p>
</li>
</ul>
<p data-start=""834"" data-end=""941"" class="""">Add the Yellow Flash of the Leaf to your collection and showcase the strength of the Fourth Hokage!</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</article>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures",Action Figure,"Anime Action Figure, Hokage Figure, Minato Namikaze, Naruto Shippuden",true,Title,Default Title,,,,,,,,DFAFNT23,0.0,shopify,5,deny,manual,899.00,,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/hokage_ninja_figure_webp.webp?v=1755585881,1,Naruto Minato Namikaze Big Action Figure – 24 CM DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,,active
naruto-minato-namikaze-big-action-figure-24-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/legendary_shinobi_collectible_webp.webp?v=1755585930,2,Naruto Minato Namikaze Big Action Figure – 24 CM DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
itachi-naruto-anime-standing-on-triangle-base-action-figure-16cm,Itachi Naruto Anime Standing on Triangle Base Action Figure- 16cm,"<p data-start=""0"" data-end=""435"" class="""">Unleash the power of the Sharingan with this Itachi Uchiha Anime Action Figure from <em data-start=""115"" data-end=""133"">Naruto Shippuden</em>! Standing at 16 cm, this highly detailed figure captures Itachi in his signature pose on a sleek triangle base, showcasing his mysterious and powerful presence. A must-have for any Naruto fan or anime collector, this figure brings the iconic Akatsuki member to life with precision and style.</p>
<p data-start=""437"" data-end=""452"" class="""">Features:</p>
<ul data-start=""453"" data-end=""694"">
<li data-start=""453"" data-end=""505"" class="""">
<p data-start=""455"" data-end=""505"" class="""">Character: Itachi Uchiha from <em data-start=""485"" data-end=""503"">Naruto Shippuden</em></p>
</li>
<li data-start=""506"" data-end=""527"" class="""">
<p data-start=""508"" data-end=""527"" class="""">Height: 16 cm</p>
</li>
<li data-start=""528"" data-end=""582"" class="""">
<p data-start=""530"" data-end=""582"" class="""">Unique triangle base for stability and display</p>
</li>
<li data-start=""583"" data-end=""638"" class="""">
<p data-start=""585"" data-end=""638"" class="""">High-quality PVC material for durability and detail</p>
</li>
<li data-start=""639"" data-end=""694"" class="""">
<p data-start=""641"" data-end=""694"" class="""">Perfect for Naruto fans and anime figure collectors</p>
</li>
</ul>
<p data-start=""696"" data-end=""808"" class="""">Add this Itachi Uchiha Action Figure to your collection and honor the legacy of the legendary rogue ninja!</p>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures",Action Figure,"Akatsuki, Akatsuki Cloak, Itachi Uchiha, Naruto Shippuden Merchandise",true,Title,Default Title,,,,,,,,DFAFNT06,0.0,shopify,12,deny,manual,799.00,,true,true,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/MangekyoSharingandisplaypiece.webp?v=1755585642,1,Itachi Naruto Anime Standing on Triangle Base Action Figure- 16cm DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,350.00,active
itachi-naruto-anime-standing-on-triangle-base-action-figure-16cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/Akatsukicloakcollectible.webp?v=1755585690,2,Itachi Naruto Anime Standing on Triangle Base Action Figure- 16cm DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
itachi-naruto-anime-standing-on-triangle-base-action-figure-16cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/ItachiUchihafigure.webp?v=1755585738,3,Itachi Naruto Anime Standing on Triangle Base Action Figure- 16cm DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
itachi-naruto-anime-standing-on-triangle-base-action-figure-16cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/Sharinganmasterstatue.webp?v=1755585787,4,Itachi Naruto Anime Standing on Triangle Base Action Figure- 16cm DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
itachi-naruto-anime-standing-on-triangle-base-action-figure-16cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/NarutoShippudenItachimodel.webp?v=1755585831,5,Itachi Naruto Anime Standing on Triangle Base Action Figure- 16cm DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
itachi-uchiha-chibi-bobblehead-figure-naruto-akatsuki-collectible-toy,Itachi Uchiha Chibi Bobblehead Figure - Naruto Akatsuki Collectible Toy,"<p>Bring home the legendary Itachi Uchiha with this chibi-style bobblehead figure! This collectible toy features Itachi in his iconic Akatsuki cloak with the Sharingan activated, making it a must-have for Naruto fans and anime collectors. Made with high-quality materials, this detailed mini-figure is perfect for display on desks, shelves, or car dashboards. A great gift for Naruto Shippuden enthusiasts and collectors alike!<br></p>
<ul>
<li class="""" data-end=""54"" data-start=""0"">
<p class="""" data-end=""54"" data-start=""2"">Character: Itachi Uchiha from Naruto Shippuden</p>
</li>
<li class="""" data-end=""100"" data-start=""55"">
<p class="""" data-end=""100"" data-start=""57"">Design: Chibi-style bobblehead figure</p>
</li>
<li class="""" data-end=""156"" data-start=""101"">
<p class="""" data-end=""156"" data-start=""103"">Multi-Purpose: Can be used as a phone stand</p>
</li>
<li class="""" data-end=""209"" data-start=""157"">
<p class="""" data-end=""209"" data-start=""159"">Dimensions: Approximately 13.5 cm x 9 cm</p>
</li>
<li class="""" data-end=""258"" data-start=""210"">
<p class="""" data-end=""258"" data-start=""212"">Material: High-quality and durable build</p>
</li>
<li class="""" data-end=""336"" data-start=""259"">
<p class="""" data-end=""336"" data-start=""261"">Base Stability: Comes with double-sided tape for secure placement</p>
</li>
<li class="""" data-end=""411"" data-start=""337"">
<p class="""" data-end=""411"" data-start=""339"">Perfect for: Anime fans, collectors, and Naruto merchandise lovers</p>
</li>
<li class="""" data-end=""478"" data-start=""412"">
<p class="""" data-end=""478"" data-start=""414"">Ideal Display: Great for desks, shelves, or car dashboards</p>
</li>
<li class="""" data-end=""544"" data-start=""479"">
<p class="""" data-end=""544"" data-start=""481"">Gift Choice: A unique gift for Naruto and anime enthusiasts</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"",true,Title,Default Title,,,,,,,,DFBHNT01,0.0,shopify,10,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/ItachiUchihaChibiFigure-NarutoAkatsukiCollectibleToy.webp?v=1755585449,1,Itachi Uchiha Chibi Bobblehead Figure - Naruto Akatsuki Collectible Toy DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
itachi-uchiha-chibi-bobblehead-figure-naruto-akatsuki-collectible-toy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/AkatsukiItachiUchihaBobblehead-NinjaClanActionFigure.webp?v=1755585496,2,Itachi Uchiha Chibi Bobblehead Figure - Naruto Akatsuki Collectible Toy DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
itachi-uchiha-chibi-bobblehead-figure-naruto-akatsuki-collectible-toy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/ItachiUchihaDeskDecoration-NarutoAnimeMerchandise.webp?v=1755585547,3,Itachi Uchiha Chibi Bobblehead Figure - Naruto Akatsuki Collectible Toy DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
itachi-uchiha-chibi-bobblehead-figure-naruto-akatsuki-collectible-toy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/NarutoShippudenItachiMiniFigurine-SharinganAnimeModel.webp?v=1755585597,4,Itachi Uchiha Chibi Bobblehead Figure - Naruto Akatsuki Collectible Toy DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
kakashi-hatake-chibi-bobblehead-figure-phone-stand-naruto-shippuden-collectible-toy,Kakashi Hatake Chibi Bobblehead Figure & Phone Stand - Naruto Shippuden Collectible Toy,"<p data-start=""112"" data-end=""596"" class="""">Add the legendary Kakashi Hatake to your anime collection with this adorable chibi-style bobblehead figure! Featuring Kakashi in his classic green vest and ninja headband, this high-quality collectible also serves as a phone stand. Measuring approximately 13.5 cm x 9 cm, it’s a perfect addition to desks, shelves, or car dashboards. Comes with double-sided tape for added stability. A must-have for Naruto Shippuden fans and anime lovers!</p>
<p data-start=""598"" data-end=""618"" class="""">Main Features:</p>
<ul data-start=""619"" data-end=""1157"">
<li data-start=""619"" data-end=""674"" class="""">
<p data-start=""621"" data-end=""674"" class="""">Character: Kakashi Hatake from Naruto Shippuden</p>
</li>
<li data-start=""675"" data-end=""720"" class="""">
<p data-start=""677"" data-end=""720"" class="""">Design: Chibi-style bobblehead figure</p>
</li>
<li data-start=""721"" data-end=""776"" class="""">
<p data-start=""723"" data-end=""776"" class="""">Multi-Purpose: Can be used as a phone stand</p>
</li>
<li data-start=""777"" data-end=""823"" class="""">
<p data-start=""779"" data-end=""823"" class="""">Dimensions: Approx. 13.5 cm x 9 cm</p>
</li>
<li data-start=""824"" data-end=""869"" class="""">
<p data-start=""826"" data-end=""869"" class="""">Material: High-quality, durable build</p>
</li>
<li data-start=""870"" data-end=""947"" class="""">
<p data-start=""872"" data-end=""947"" class="""">Base Stability: Comes with double-sided tape for secure placement</p>
</li>
<li data-start=""948"" data-end=""1022"" class="""">
<p data-start=""950"" data-end=""1022"" class="""">Perfect for: Anime fans, collectors, and Naruto merchandise lovers</p>
</li>
<li data-start=""1023"" data-end=""1089"" class="""">
<p data-start=""1025"" data-end=""1089"" class="""">Ideal Display: Great for desks, shelves, or car dashboards</p>
</li>
<li data-start=""1090"" data-end=""1157"" class="""">
<p data-start=""1092"" data-end=""1157"" class="""">Gift Choice: A unique gift for Naruto and anime enthusiasts</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"Kakashi Hatake, Naruto, Naruto Shippuden, Naruto Shippuden Keychain, Naruto Shippuden Merchandise",true,Title,Default Title,,,,,,,,DFBHNT02,0.0,shopify,10,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/Kakashi_Hatake_Chibi_Figure_-_Naruto_Shippuden_Collectible_Toy.webp?v=1755585401,1,Kakashi Hatake Chibi Bobblehead Figure & Phone Stand - Naruto Shippuden Collectible Toy DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
gaara-chibi-bobblehead-figure-phone-stand-naruto-shippuden-collectible-toy,Gaara Chibi Bobblehead Figure & Phone Stand - Naruto Shippuden Collectible Toy,"<p data-start=""103"" data-end=""598"" class="""">Bring the power of the Fifth Kazekage, Gaara, to your anime collection with this chibi-style bobblehead figure! Featuring his signature red hair, sand gourd, and forehead ""愛"" (Love) Kanji, this high-quality collectible also functions as a phone stand. Measuring approximately 13.5 cm x 9 cm, it’s perfect for display on desks, shelves, or car dashboards. Includes double-sided tape for extra stability. A must-have for Naruto fans and collectors!</p>
<p data-start=""600"" data-end=""620"" class="""">Main Features:</p>
<ul data-start=""621"" data-end=""1147"">
<li data-start=""621"" data-end=""667"" class="""">
<p data-start=""623"" data-end=""667"" class="""">Character: Gaara from Naruto Shippuden</p>
</li>
<li data-start=""668"" data-end=""713"" class="""">
<p data-start=""670"" data-end=""713"" class="""">Design: Chibi-style bobblehead figure</p>
</li>
<li data-start=""714"" data-end=""767"" class="""">
<p data-start=""716"" data-end=""767"" class="""">Multi-Purpose: Functions as a phone stand</p>
</li>
<li data-start=""768"" data-end=""814"" class="""">
<p data-start=""770"" data-end=""814"" class="""">Dimensions: Approx. 13.5 cm x 9 cm</p>
</li>
<li data-start=""815"" data-end=""860"" class="""">
<p data-start=""817"" data-end=""860"" class="""">Material: High-quality, durable build</p>
</li>
<li data-start=""861"" data-end=""936"" class="""">
<p data-start=""863"" data-end=""936"" class="""">Base Stability: Includes double-sided tape for secure placement</p>
</li>
<li data-start=""937"" data-end=""1011"" class="""">
<p data-start=""939"" data-end=""1011"" class="""">Perfect for: Anime fans, collectors, and Naruto merchandise lovers</p>
</li>
<li data-start=""1012"" data-end=""1078"" class="""">
<p data-start=""1014"" data-end=""1078"" class="""">Ideal Display: Great for desks, shelves, or car dashboards</p>
</li>
<li data-start=""1079"" data-end=""1147"" class="""">
<p data-start=""1081"" data-end=""1147"" class="""">Gift Choice: Unique present for Naruto and anime enthusiasts</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"Anime Collectible, Bobblehead Figure, Gaara, Kazekage, Naruto, Naruto Shippuden",true,Title,Default Title,,,,,,,,DFBHNT03,0.0,shopify,10,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/NarutoAnimeGaaraStatue-SunaClanNinjaMerchandise.webp?v=1755585199,1,Gaara Chibi Bobblehead Figure & Phone Stand - Naruto Shippuden Collectible Toy DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
gaara-chibi-bobblehead-figure-phone-stand-naruto-shippuden-collectible-toy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/GaaraBobblehead-ShinobiSandJutsuActionFigure.webp?v=1755585251,2,Gaara Chibi Bobblehead Figure & Phone Stand - Naruto Shippuden Collectible Toy DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
gaara-chibi-bobblehead-figure-phone-stand-naruto-shippuden-collectible-toy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/GaaraChibiFigure-NarutoShippudenSandVillageCollectible.webp?v=1755585297,3,Gaara Chibi Bobblehead Figure & Phone Stand - Naruto Shippuden Collectible Toy DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
gaara-chibi-bobblehead-figure-phone-stand-naruto-shippuden-collectible-toy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/NarutoGaaraMiniFigurine-KazekageAnimeModelToy.webp?v=1755585350,4,Gaara Chibi Bobblehead Figure & Phone Stand - Naruto Shippuden Collectible Toy DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
