Company Name,Domain Name,Country ID
Hong Kong Aircraft Engineering,haeco.com,CN
Hong Kong Baptist University,hkbu.edu.hk,CN
Hong Kong Science & Technology Parks Corporation,hkstp.org,CN
Honigman,honigman.com,US
Hoonartek,hoonartek.com,IN
Hoover City Schools,hoovercityschools.net,US
Hoover Treated Wood Products,frtw.com,US
HOP Energy,hopenergy.com,US
HORIBA,horiba.com,US
Horizon Blue Cross Blue Shield Of New Jersey,horizonblue.com,US
Horizon Media,horizonmedia.com,US
Horizon Montessori Public Schools,hmps.net,US
"HORIZON VIEW - NAVEGAÇÃO E TRÂNSITOS, S.A.",horizon-view.pt,PT
HORNE,horne.com,US
Hornsby Shire Council,hornsby.nsw.gov.au,AU
Horry County,horrycountysc.gov,US
Horse Racing Ireland Limited,hri.ie,IE
Horváth,horvath-partners.com,DE
HOSEI UNIVERSITY,hosei.ac.jp,JP
Hospital Authority,ha.org.hk,CN
Hospital Distrital de Santarém,hds.min-saude.pt,PT
Hospital Israelita Albert Einstein,einstein.br,BR
Hospital San Javier,sanjavier.com.mx,MX
Hospital Sant Joan de Deu,sjdhospitalbarcelona.org,ES
Hospital Sírio - Libanês,hospitalsiriolibanes.org.br,BR
Hospital Sisters Health System,hshs.org,US
Hospitales Puerta de Hierro,hospitalespuertadehierro.com,MX
"Host Hotels & Resorts, Inc.",hosthotels.com,US
Hostess Brands,hostessbrands.com,US
Hostos Community College,hostos.cuny.edu,US
HOT -TELECOMMUNICATION SYSTEMS LTD,hot.net.il,IL
Hot Topic,hottopic.com,US
Hotel Café Royal,hotelcaferoyal.com,GB
Hotel Engine,hotelengine.com,US
Hotel Equities,hotelequities.com,US
Hotel O Alambique de Ouro,hotelalambique.com,PT
Hotel Volga,hotelvolga52.ru,ES
"Hotelera Palace Resorts, S.A.P.I. de C.V.",tkqlhce.com,MX
HOTELS & RESORTS BLUE SEA MANAGEMENT SL.,blueseahotels.com,ES
HOTELS ET CASINO DE DEAUVILLE,lucienbarriere.com,FR
Hotjar,hotjar.com,GB
Hotstar,hotstar.com,IN
Houchens Industries,houchens.com,US
House Of Raeford,houseofraeford.com,US
"House of Representatives, Washington",leg.wa.gov,US
House of Tools and Engineering Inc.,htetechnologies.com,US
Housing.com,housing.com,IN
Houston Community College,hccs.edu,US
Houston Independent School District,houstonisd.org,US
Houston Methodist,houstonmethodist.org,US
Houzz,houzz.com,US
Howard & Howard Attorneys,howardandhoward.com,US
Howard College,howardcollege.edu,US
Howard Hanna Real Estate Services,howardhanna.com,US
Howard Hughes,howardhughes.com,US
Howden Group Holdings,howdengroupholdings.com,GB
Howden Insurance Brokers,howdengroup.com,IN
Howell Township Public Schools,howell.k12.nj.us,US
Howmet Aerospace,howmet.com,US
HPEDSB,hpedsb.on.ca,CA
HPI Real Estate Services & Investments,hpitx.com,US
HRB,hrb.ie,IE
HRSA,hrsa.gov,US
HSE,hse.gov.uk,GB
HSRW,hochschule-rhein-waal.de,DE
HTC Global Services,htcinc.com,IN
Huber & Associates,teamhuber.com,US
Hubert Burda Media,burda.com,DE
Hubert Company,hubert.com,US
HubSpot,hubspot.com,US
HUD,hud.gov,US
Hudl,hudl.com,US
Hudson County Community College,hccc.edu,US
Hudson Valley Community College,hvcc.edu,US
Huf Group,huf-group.com,ES
Hughes Systique,hsc.com,IN
Huhtamaki,huhtamaki.com,FI
Huhtamaki,huhtamaki.com,IN
Huimin Cai,georgiancollege.com,CA
Huis voor gezondheid,huisvoorgezondheid.be,BE
Huitt - Zollars,huitt-zollars.com,US
HULAMIN LTD,hulamin.co.za,ZA
Hult International Business School,hult.edu,US
Hulu,hulu.com,US
Humanforce,humanforce.com,AU
Humanscale,humanscale.com,US
Humber,humber.ca,CA
Humble Independent School District,humbleisd.net,US
Humboldt Unified School District,humboldtunified.com,US
Humboldt Universität Zu Berlin,hu-berlin.de,DE
Humm Group,shophumm.com,AU
Humphreys & Partners Architects,humphreys.com,US
Hunt Companies,huntcompanies.com,US
Hunter Engineering Company,hunter.com,US
Hunterdon County,hunterdon.nj.us,US
Hunterdon Medical Center,hunterdonhealth.org,US
Huntington Theatre,huntingtontheatre.org,US
Huntress,huntress.com,US
Huntsman Corporation,huntsman.com,US
Huntsville Utilities,hsvutil.org,US
Huron,huronconsultinggroup.com,US
Hutchinson Regional Healthcare System,hutchregional.com,US
Hutchison Ports,hutchisonports.com,CN
HX5,hxfive.com,US
Hyatt Hotels Corporation,hyatt.com,US
HYCU,hycu.com,US
Hydradyne,hydradynellc.com,US
Hydro Extrusion Slovakia a.s.,hydro.com,SK
Hydrotech Engineering,hydrotech-irrigazione.it,IT
Hyland Software,hyland.com,US
Hyosung,hyosunginnovue.com,US
Hyperion Wall Furniture LTD,forum.xda-developers.com,GB
Hypersonix,hypersonix.ai,IN
"Hyster-Yale Materials Handling, Inc.",hyster-yale.com,US
I2C,i2cinc.com,US
i2e Consulting,i2econsulting.com,IN
i3 Verticals,i3verticals.com,US
IAG NEW ZEALAND LIMITED,iag.co.nz,NZ
IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,iberia.com,ES
Iberinform,iberinform.pt,PT
"IBEROL - SOCIEDADE IBÉRICA DE BIOCOMBUSTÍVEIS E OLEAGINOSAS, S.A.",iberol.pt,PT
IBISWorld,ibisworld.com,AU
IBM,ibm.com,GB
IBM,ibm.com,CA
IBM,ibm.com,CN
IBM,ibm.com,PL
IBM,ibm.com,TH
IBM,ibm.com,DE
IBM,ibm.com,AU
IBM HELLAS INFORMATION HANDLING SYSTEMS S.A.,ibm.com,GR
IBM Österreich Internationale Büromaschinen Gesellschaft m.b.H,ibm.com,AT
ICAI,icai.org,IN
ICBC Standard Bank,icbcstandardbank.com,GB
ICE,ice.gov,US
ICE CREAM FACTORY CO MAKER SAU,icfc.es,ES
ICE Mortgage Technology,icemortgagetechnology.com,US
i-charging,i-charging.pt,PT
ICICI Lombard General Insurance,icicilombard.com,IN
iCIMS,icims.com,US
ICOMM Tele Limited,icommtele.com,IN
ICON,iconplc.com,US
ICON,iconplc.com,SG
ICONMA,iconma.com,IN
ICT Authority,ict.go.ke,KE
ICU Medical,icumed.com,US
IDA Automation,idaautomation.com,IN
IDAC,idac.gob.do,DO
Idaho State Controller,sco.idaho.gov,US
Idaho State Tax Commission,tax.idaho.gov,US
IDB,iadb.org,US
Idea Getin Leasing,vbleasing.pl,PL
IDEA UNO SRL,idea-srl.it,IT
Ideal Image,idealimage.com,US
IDECNET,idecnet.com,ES
IDEO,ideo.com,US
IDEXX,idexx.com,US
IDFC FIRST Bank,idfcfirstbank.com,IN
IDG Capital,idgcapital.com,CN
IDMC Limited,idmc.com,IN
IDP Education,idp.com,IN
iDR Lda,idr.gov-madeira.pt,PT
IDT Corporation,idt.net,US
"IDW - CONSULTORIA EM SERVICOS DE INFORMACÃO, LDA",idw.pt,PT
IE Group,ie-group.com,CH
IESB,iesb.br,BR
If Skadeförsäkring AB,if.se,SE
IFAD INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT,ifad.org,IT
IFAP,ifap.nc,PT
IFCE,ifce.edu.br,BR
IFMT,ifmt.edu.br,BR
IFRN,ifrn.edu.br,BR
IFSC,ifsc.edu.br,BR
IFSP,ifsp.edu.br,BR
IGA,iga.com,US
IgniteTech,ignitetech.com,US
IGT,igt.com,ES
IGT Solutions,igtsolutions.com,IN
IHA,ihacares.com,US
IHC Group,ihcgroup.com,US
iHeartMedia,iheartmedia.com,US
IIEST,iiests.ac.in,IN
IIFL,iifl.com,IN
IIIT Ranchi,iiitranchi.ac.in,IN
IIM Amritsar,iimamritsar.ac.in,IN
IIM Bodh Gaya,iimbg.ac.in,IN
IIM LUCKNOW,iiml.ac.in,IN
IIM Trichy,iimtrichy.ac.in,IN
IISER Mohali,iisermohali.ac.in,IN
IIT Bhilai,iitbhilai.ac.in,IN
IIT Bhubaneswar,iitbbs.ac.in,IN
IIT Delhi,iitd.ac.in,IN
IIT Goa,iitgoa.ac.in,IN
IIT Mandi,iitmandi.ac.in,IN
IIT Palakkad,iitpkd.ac.in,IN
IIT Patna,iitp.ac.in,IN
IKEA,ikea.com,SE
IKEA,ikea.com,PL
iKOnet,ikonet.in,IN
ILIAD,iliad.fr,FR
"ILÍDIO PINHO ATLANTIC - S.G.P.S., LDA",fundacaoip.pt,PT
Ilim SA,ilimgroup.ru,CH
iLink Digital,ilink-digital.com,US
ILLIMITY BANK SPA,illimity.com,IT
Illinois Central College,icc.edu,US
Illinois Eastern Community Colleges,iecc.edu,US
Illinois Institute Of Technology,iit.edu,US
Illinois State University,illinoisstate.edu,US
Illumifin,illumifin.com,US
Illumina,illumina.com,US
Illumine-i,illuminei.com,IN
Ilyon,ilyon.net,IL
IMA Financial Group,imacorp.com,US
iManage,imanage.com,GB
iManage,imanage.com,US
IMC,imc.com,AU
IMC Companies,imccompanies.com,US
IMC Industrial Group,imcindustrialgroup.com,SG
"IMC Slovakia, s.r.o.",imcslovakia.sk,SK
IMEG,imegcorp.com,US
IMG Financial Group,imgfinancialgroup.com,US
Imkt Direct Solutions Corp.,imarketingsolutionsgroup.com,CA
Immaculata University,immaculata.edu,US
Immanuel,immanuel.com,US
Immunotec,immunotec.com,US
Impact Analytics,impactanalytics.co,IN
Impact Networking,impactmybiz.com,US
Impax Asset Management,impaxam.com,GB
Impel,impel.pl,PL
Imperial College London,imperial.ac.uk,GB
Imperial Construction,imperial-construction.com,US
Imperial Dade,imperialdade.com,US
IMPLAN Valle de Santiago,valledesantiago.gob.mx,MX
Improbable,improbable.io,GB
IMSCAN (Ireland) Limited,imscan.ie,IE
In Time Tec,intimetec.com,IN
IN2CORE,in2core.com,SK
InaCOMP,inacomp.net,US
InApp,inapp.com,IN
Inatel,inatel.br,BR
iNB Tecnologia,inbtec.com.br,BR
Incognito,incognito.com,US
incorporate.com,incorporate.com,US
InCred,incred.com,IN
IncredibleBank,incrediblebank.com,US
Incyte Corporation,incyte.com,US
Indecomm Global Services,indecomm.com,IN
Independence Blue Cross,ibx.com,US
Independent Financial,independent-bank.com,US
Independent Glass & Door Services,independentdoorandgate.com,US
Independent Living Systems,ilshealth.com,US
Independent School District 196,district196.org,US
Independent School District 728,isd728.org,US
INDEX Nonwovens,index-traub.ch,CH
Index Santé - Le répertoire santé du Québec,indexsante.ca,CA
India International Exchange,indiainx.com,IN
India Meteorological Department,imd.gov.in,IN
INDIA NIPPON ELECTRICALS LIMITED,indianippon.com,IN
India Shelter Finance,indiashelter.in,IN
IndiaFirst Life Insurance,indiafirstlife.com,IN
Indian Bank,indianbank.in,IN
Indian Health Service,ihs.gov,US
Indian Institute Of Chemical Technology,iict.res.in,IN
Indian Institute Of Information Technology,iiitl.ac.in,IN
Indian Institute Of Information Technology Vadodara,iiitvadodara.ac.in,IN
Indian Institute Of Management Visakhapatnam,iimv.ac.in,IN
Indian Institute Of Science,iisc.ac.in,IN
INDIAN INSTITUTE OF TECHNOLOGY - TIRUPATI,iittp.ac.in,IN
Indian Institute Of Technology Guwahati,iitg.ac.in,IN
Indian Institute Of Technology Jodhpur,iitj.ac.in,IN
Indian Institute Of Technology Madras,iitm.ac.in,IN
Indian Oil Corporation Limited,indianoil.in,IN
Indian Prairie School District 204,ipsd.org,US
Indian River State College,irsc.edu,US
Indian School Of Business,isb.edu,IN
Indian Statistical Institute,isical.ac.in,IN
Indiana State University,indianastate.edu,US
Indiana University,iu.edu,US
Indiana University Of Pennsylvania,iup.edu,US
Indiana Wesleyan University,indwes.edu,US
Indianapolis Public Schools,myips.org,US
IndiaNIC,indianic.com,IN
Indira Gandhi Institute Of Technology,igitsarang.ac.in,IN
Indium,indium.com,US
Indivior,indivior.com,US
Indo Count Industries,indocount.com,IN
Indus Systems & Services,indussystem.com,IN
Indus Valley Partners,ivp.in,IN
Induscabel,induscabel.be,BE
Industrial Estate Authority Of Thailand,mail.go.th,TH
Industrial Las Norteñas S.A. de C.V.,nortenas.com.mx,MX
Industrial Physics,industrialphysics.com,US
Industrial Scientific,indsci.com,US
Industrial Service Solutions,iss-na.com,US
Industrias Ionet S.A. de C.V.,industriasionet.com.mx,MX
INDUSTRIE ROLLI ALIMENTARI SPA,rolli.it,IT
Industrious,industriousoffice.com,US
Industrybuying,industrybuying.com,IN
InEight,ineight.com,US
INESC Technology & Science - Associate Laboratory,inesctec.pt,PT
INETMS,inetms.co.th,TH
Inetum,inetum.com,FR
Infinera,infinera.com,US
Infinera,infinera.com,IN
Infinigate,infinigate.com,DE
Infinigate,infinigate.com,GB
Infinite Computer Solutions,infinite.com,IN
Infiniti Research,infinitiresearch.com,IN
Infinx,infinx.com,IN
INFN,infn.it,IT
InfoArmor,myinfoarmor.com,US
Infoavana Technologies Pvt Ltd,infoavana.com,IN
Infoblox,infoblox.com,IN
InfoCepts,infocepts.ai,IN
InfoCision,infocision.com,US
Infogain,infogain.com,IN
Informa,informa.com,GB
"INFORMA D&B, S.A.U. (S.M.E.)",informa.es,ES
Information Management Systems,imsnetworking.com,US
"Information Security Management, LLC",ismllc.com,US
Infosys,infosys.com,GB
Info-Tech Research Group,infotech.com,CA
Infoworks,infoworks.io,US
InfraBuild,infrabuild.com,AU
Infrastrutture Wireless Italiane S.p.A.,inwit.it,IT
Infyshine,infyshine.com,IN
Ing Financial Services LLC,ing.com,US
Ingenio,ingenio.com,US
Ingersoll Rand,ingersollrand.com,US
Ingham County,ingham.org,US
Inglis,inglis.org,US
Ingram Content Group,ingramcontent.com,US
Ingram Entertainment,dbinext.com,US
Ingredion,ingredion.com,US
Inizio,inizio.com,US
Inland Foods,inlandfoods.com,US
Inland Truck Parts & Service,inlandtruck.com,US
InMobi,inmobi.com,IN
InMoment,inmoment.com,US
Innocean,innoceanusa.com,US
Innoplexus,innoplexus.com,IN
In-N-Out Burger,in-n-out.com,US
Innova Solutions,innovasolutions.com,US
Innovaccer,innovaccer.com,IN
Innoval Digital Solutions Pvt Ltd,ivldsp.com,IN
Innovapost,innovapost.com,CA
Innovative Car Care Center,innovativecarcarecenter.com,US
Innovatiview,innovatiview.com,IN
Innovery,innovery.net,ES
Innovery,innovery.net,IT
Innoviti,innoviti.com,IN
Inogen,inogen.com,US
Inotiv,inotiv.com,US
INOVA EM,inova-em.pt,PT
Inovalon,inovalon.com,US
InPost,inpost.pl,PL
Inq Digital,inqdigital.com,US
INSA Rennes,insa-rennes.fr,FR
INSBANK,insbank.com,US
Inseego,inseego.com,US
Insightsoftware,insightsoftware.com,CA
Insignare,insignare.pt,PT
Insmed,insmed.com,US
In-Solutions Global Ltd,insolutionsglobal.com,IN
INSP,insp.com,US
InSpace Institute,inspace-institute.com,FR
InspereX,insperex.com,US
Inspira Enterprise,inspiraenterprise.com,IN
Inspira Health Network,inspirahealthnetwork.org,US
Inspire Brands,inspirebrands.com,US
Inspire11,inspire11.com,US
Inspirisys,inspirisys.com,IN
Instacart,instacart.com,US
InstaDeep,instadeep.com,GB
Instagram,instagram.com,US
Institut de Ciències del Mar - CSIC,icm.csic.es,ES
Institut Nationale de Santé Publique du Québec,inspq.qc.ca,CA
Institute For Plasma Research,iter-india.org,IN
Institute Of Aeronautical Engineering,iare.ac.in,IN
Institute Of Applied Technology,iat.ac.ae,AE
Institute Of Technology & Science,its.edu.in,IN
Instituto de Telecomunicações,it.pt,PT
Instituto Federal De Rondônia,ifro.edu.br,BR
Instituto Federal Goiano,ifgoiano.edu.br,BR
Instituto Politécnico De Setúbal,ips.pt,PT
INSTITUTO S. JOÃO DE DEUS,isjd.pt,PT
Instituto Tecnológico De Santo Domingo,intec.edu.do,DO
Instituto Tecnológico De Tijuana,tijuana.tecnm.mx,MX
Instron,instron.com,US
Insurance Office Of America,ioausa.com,US
INSURICA,insurica.com,US
Insyde Software,insyde.com,US
Intact,intact-systems.com,AT
Intact Financial Corporation,intactfc.com,CA
"Intas, s.r.o.",intas.sk,SK
Intec Infonet,intecinfonet.com,IN
Integral Ad Science,integralads.com,US
Integrate,integrate.com,US
Integrated Power Services,ips.us,US
Integris,integrisit.com,US
INTEGRIS Health,integrisok.com,US
Integrity Marketing Group,integrity.com,US
Integrity Staffing Solutions,integritystaffing.com,US
Intelcia,intelcia.com,MA
IntelePeer,intelepeer.ai,US
Intelerad Medical Systems,intelerad.com,CA
Intelizign,intelizign.com,IN
Intelligent Visibility,intelligentvisibility.com,US
Intellve,intellve.com,IN
Intelos,intelos.com,US
Intelsat,intelsat.com,US
Inter Toiture Sàrl,inter-actions.lu,LU
Inter.net Canada,inter.net,CA
Intercoastal Medical Group,intercoastalmedical.com,US
Intercom,intercom.com,US
InterDigital,interdigital.com,US
Interfor,interfor.com,CA
Interim HealthCare,interimhealthcare.com,US
Interlace,interlaceindia.com,IN
Intermap,intermap.com,US
Intermedia,intermedia.com,US
Intermediate District 287,district287.org,US
Intermolecular,intermolecular.com,US
INTERMONTE SIM SPA,intermonte.it,IT
"International Agencies Co. Ltd, Bahrain",intercol.com,US
International Design Company,internationaldesignco.com,US
International Development Ireland,idi.ie,IE
International Finance Corporation,ifc.org,US
International Flavors & Fragrances,iff.com,US
International Leadership Of Texas,iltexas.org,US
International Publications Ltd,gtp.gr,GR
International Rescue Committee,rescue.org,US
International Seaways Inc.,intlseas.com,US
Internationella Engelska Skolan,engelska.se,SE
Internet Archive,archive.org,US
Internova Travel Group,internova.com,US
Interroll,interroll.com,US
Intersoft,intsof.com,IN
Interstate Restoration,ehc.com,US
Intertec Systems,intertecsystems.com,IN
Intesa Sanpaolo Servitia S.A.,intesasanpaoloservitia.com,LU
Intouch Solutions,eversanaintouch.com,US
IntouchCX,intouchcx.com,CA
InTown Suites,intownsuites.com,US
Intracom Bulgaria,intracombg.com,BG
Intrado Corporation,intrado.com,US
IntraHealth International,intrahealth.org,US
IntrinsiQ,intrinsiq.com,US
Inttrust,inttrust.gr,GR
Intuit,intuit.com,IN
Intuit,intuit.com,CA
Inven Holding AS,inven.no,NO
Invenergy,invenergy.com,US
Inventory Locator Service,ilsmart.com,US
Inventus Power,inventuspower.com,US
Invesco,invesco.com,US
InvestorPlace Media,investorplace.com,US
Investors Bank,myinvestorsbank.com,US
InVision,invisionapp.com,US
Invitae,invitae.com,US
Invited,invitedclubs.com,US
Invoca,invoca.com,US
Invoice Cloud,invoicecloud.net,US
ION,iongroup.com,US
ION,iongroup.com,CN
Ionixx,ionixxtech.com,IN
Iopex,iopex.com,IN
Iowa Judicial Branch,iowacourts.gov,US
Iowa Lakes Community College,iowalakes.edu,US
Iowa State University,iastate.edu,US
IP Expert,ipexdr.com,DO
Ipack-Ima Spa,ipack.ae,IT
iPay88,ipay88.com,SG
IPB INSURANCE COMPANY LIMITED BY GUARANTEE,ipb.ie,IE
IPC,ipc.com,US
IPE Global,ipeglobal.com,IN
Iphan,iphan.gov.br,BR
IPRAGAZ ANONIM SIRKETI,ipragaz.com.tr,TR
iProov,iproov.com,GB
IPS,ipsdb.com,US
IPSecure,ipsecureinc.com,US
IPsoft,amelia.com,US
iQmetrix,iqmetrix.com,CA
iQor,iqor.com,US
IQUW,iquw.com,GB
IQZ Systems,iqzsystems.com,IN
Iredell Health System,iredellhealth.org,US
iResearch Services,iresearchservices.com,IN
IRIDEOS,irideos.it,IT
Iris Powered By Generali,irisidentityprotection.com,US
IRIS Software,irissoftware.com,US
Irish Aid,irishaid.ie,IE
Irisity,irisity.com,IL
"IRMÃOS VILA NOVA, S.A.",ivn.pt,PT
Ironclad,ironcladapp.com,US
IronEdge Group,ironedgegroup.com,US
IronOrbit,ironorbit.com,US
Ironsource,is.com,IL
IRS,irs.com,US
Irvine Company,irvinecompany.com,US
Irving Independent School District,irvingisd.net,US
Irving Oil,irvingoil.com,US
Irving Oil Limited,irvingoil.com,CA
Irwin Mitchell,irwinmitchell.com,GB
iS5 Communications,is5com.com,CA
ISAG Instituto Superior de Administração e Gestão,isag.pt,PT
Iscon Balaji Foods,isconbalajifoods.com,IN
ISEA s.r.l,iseaitaly.com,IT
Iselect,iselect.com,AU
ISGEC Heavy Engineering,isgec.com,IN
Isis Insurance,isisinsurance.co.uk,GB
Isle Of Wight County Schools,iwcs.k12.va.us,US
"ISMAILOS, ANT., S.A.",ismailos.gr,GR
ISMIE,ismie.com,US
ISNA Schools,isnaschools.com,CA
ISO New England,iso-ne.com,US
iSpace Environments,ispaceenvironments.com,US
Isprava,isprava.com,IN
Israel Hayom Newspaper,israelhayom.com,IL
ISRO,isro.gov.in,IN
ISS,issgovernance.com,US
Istanbul Technical University,itu.edu.tr,TR
ISTC,istc.int,US
Istituto Italiano Di Tecnologia,iit.it,IT
ISTITUTO ROMAGNOLO PER LO STUDIO DEI TUMORI DINO AMADORI IRST SRL,irst.emr.it,IT
IT Solutions,itsolutions-inc.com,US
IT Voice,itvoice.com,US
ITA Group,itagroup.com,US
ITA International,ita-intl.com,US
Itaipu Parquetec,itaipuparquetec.org.br,BR
Iteam,iteam.no,NO
ITELAZPI SOCIEDAD ANONIMA,itelazpi.eus,ES
ITELLIGENT Information Technologies,itelligent.es,ES
Items GmbH,itemsnet.de,DE
Iterable,iterable.com,US
ITESI,irapuato.tecnm.mx,MX
ITI,iti.ca,CA
ITOCHU,ctc-america.com,JP
ITQ,itq.eu,NL
ITR,itr.cn,CN
iTradeNetwork,itradenetwork.com,US
ITRIS One AG,itris.ch,CH
Its Communications,itscom.co.jp,JP
ITsavvy,itsavvy.com,US
IU13,iu13.org,US
IUPUI,iupui.edu,US
Ivanti,ivanti.com,GB
IVE Group,ivegroup.com.au,AU
IVECO SPA,iveco.com,IT
iVEDiX,ivedix.com,US
iVision,ivision.com,US
IV-Stelle Bern,ivbe.ch,CH
Ivy Comptech,ivy.global,IN
IXL,ixl.com,US
Iyzico,iyzico.com,TR
J L Morison,jlmorison.com,IN
J M Baxi,jmbaxi.com,IN
J&J Snack Foods,jjsnack.com,US
J&J Worldwide Services,jjwws.com,US
"J. SOARES CORREIA - ARMAZÉNS DE FERRO, S.A.",jsoarescorreia.pt,PT
J.B. Hunt Transport,jbhunt.com,US
J.Jill,jjill.com,US
J.S. Held,jsheld.com,US
J.W. Logistics,jwlogistics.com,US
"Jabones y Productos Especializados, S.A. de C.V.",oleofinos.com.mx,MX
Jabra,jabra.com,US
Jacam,jacamcatalyst.com,US
Jackson County,jacksoncountygov.com,US
Jackson County School District,jacksonk12.org,US
Jackson Square Aviation Ireland Ltd.,jsa.com,IE
Jackson State University,jsums.edu,US
Jackson Technical,jacksontechnical.com,US
Jacksonville Transportation Authority,jtafla.com,US
Jacksonville University,ju.edu,US
Jade Global,jadeglobal.com,IN
Jagran,jagran.com,IN
Jainam Broking Limited,jainam.in,IN
Jam City,jamcity.com,US
Jam3,jam3.com,US
James Avery Artisan Jewelry,jamesavery.com,US
James Hardie,jameshardie.com,US
James Madison University,jmu.edu,US
James River Equipment,jamesriverequipment.com,US
Jame-Shaft Oy,jameshaft.fi,FI
Jamf,jamf.com,US
Jamia Millia Islamia,jmi.ac.in,IN
JAMK,jamk.fi,FI
Jamna Auto Industries,jaispring.com,IN
JAMS,jamsadr.com,US
Jane Street,janestreet.com,US
Janney Montgomery Scott,janney.com,US
Janssen,janssen.com,SG
Janssen,janssen.com,BE
Janus Henderson Investors,janushenderson.com,US
Jardine Engineering Corporation,jec.com,CN
Jardine Motors Group,jardinemotors.co.uk,GB
Jarvis Christian College,jarvis.edu,US
JAS Globe Inc,jasglobe.com,CA
Jason,jasonofbh.com,US
Jawaharlal Institute Of Postgraduate Medical Education & Research,jipmer.edu.in,IN
Jawaharlal Nehru Centre For Advanced Scientific Research,jncasr.ac.in,IN
Jawaharlal Nehru University,jnu.ac.in,IN
Jaysynth,jaysynth.com,IN
Jazwares,jazwares.com,US
JB Poindexter & Co,jbpoindexter.com,US
JBM Group,jbmgroup.com,IN
JCaetano,jcaetano.net,PT
JD Sports Fashion Plc,jdplc.com,IN
JD.com,corporate.jd.com,CN
JD.com,corporate.jd.com,US
JDS Australia,jds.net.au,AU
Jean Lee CPA,cpadirectory.com,US
Jeffco Public Schools,jeffcopublicschools.org,US
Jefferson Bank,jeffersonbank.com,US
Jefferson City Schools,jeffcityschools.org,US
Jefferson County Public Schools,jefferson.kyschools.us,US
Jefferson County Schools,jefcoed.com,US
Jefferson Health,jeffersonhealth.org,US
Jefferson Healthcare,jeffersonhealthcare.org,US
Jefferson Regional Medical Center,jrmc.org,US
Jellyfish Pictures,jellyfishpictures.com,GB
Jelou,jelou.ai,MX
JENNMAR,jennmar.com,US
Jensen Hughes,jensenhughes.com,US
Jeppesen,jeppesen.com,US
Jeskell Systems,jeskell.com,US
Jesup Community School District,jesup.k12.ia.us,US
Jet Aviation,jetaviation.com,US
JET SERVICES,jet-services.com,DE
Jet2.com,jet2.com,GB
JFrog,jfrog.com,IL
JFS Vancouver,jfsvancouver.ca,CA
JG King Homes,jgkinghomes.com.au,AU
JIG - SAW,jig-saw.com,JP
Jimdo,jimdo.com,DE
JK,junk-king.com,US
JK Fenner,jkfenner.com,IN
JLL,jll.com,TH
JLL,jll.com,US
JM Eagle,jmeagle.com,US
JM Family Enterprises,jmfamily.com,US
JMAN Group,jmangroup.com,IN
Jmfo - Com,jmfo-com.com,IL
JNR Management,jnrmr.com,IN
Job Corps,jobcorps.gov,US
JobRad,jobrad.org,DE
Joe Public United,joepublicunited.co.za,ZA
Joerns Healthcare,joerns.com,US
Johanniter GmbH,johanniter.de,DE
John Brown University,jbu.edu,US
John Carroll University,jcu.edu,US
John Cockerill,johncockerill.com,BE
John Hancock,johnhancock.com,US
John Jay College Of Criminal Justice,jjay.cuny.edu,US
John L. Scott Real Estate,johnlscott.com,US
Johnson & Johnson,jnj.com,AU
Johnson & Johnson,jnj.com,GB
Johnson & Johnson,jnj.com,IL
Johnson & Johnson,jnj.com,SG
Johnson & Wales University,jwu.edu,US
Johnson Controls,johnsoncontrols.com,IN
Johnson County Community College,jccc.edu,US
Johnson Electric,johnsonelectric.com,CA
Johnson Financial Group,johnsonfinancialgroup.com,US
Johnson Matthey,matthey.com,IN
Johnsonville,johnsonville.com,US
Johnston Community College,johnstoncc.edu,US
Johnston Group,johnstongroup.ca,CA
Join Digital,joindigital.com,US
Joint Secretariat,jointsecretariat.ca,CA
Joliet Public Schools District 86,joliet86.org,US
Jonas Club Software,jonasclub.com,CA
Jones County School District,jones.k12.ga.us,US
Jordan Foster Construction,jordanfosterconstruction.com,US
Jordan School District,jordandistrict.org,US
Josef Rädlinger Unternehmensgruppe,raedlinger.com,DE
Joseph Jingoli & Son,jingoli.com,US
Josh Software,joshsoftware.com,IN
JOST S.A.,jostgroup.com,LU
JotForm,jotform.com,TR
Joule,joulehome.com,US
Joyson Safety Systems,joysonsafety.com,DE
JP Cullen,jpcullen.com,US
JPMorgan,jpmorgan.com,IN
JSI,jsi.com,US
JSI,jsitel.com,US
JSL Foods,jslfoods.com,US
JSSATE,jssateb.ac.in,IN
JTEKT NORTH AMERICA,jtekt-na.com,US
JTI,jti.com,PL
JTL,jtltraining.com,GB
Judo Bank,judo.bank,AU
Judson Independent School District,judsonisd.org,US
Juma Al Majid,al-majid.com,AE
Jumbo Tours España S.L.,jumbotours.com,ES
JumpCloud,jumpcloud.com,US
Junta de Freguesia de Cascais e Estoril,jf-cascaisestoril.pt,PT
Junto Seguros,juntoseguros.com,BR
Jupiter,jupiter.money,IN
Just Dial,justdial.com,IN
Just Eat,just-eat.co.uk,GB
Just Group Plc,wearejust.co.uk,GB
JUUL Labs,juul.com,US
Jyväskylän Yliopisto,jyu.fi,FI
K.K. Ashisuto,ashisuto.co.jp,JP
K_CORP.,kcorp.sk,SK
K7 Computing,k7computing.com,IN
Kabelwerk Eupen Ag,eupen.com,BE
Kadant,kadant.com,US
