Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score
Allica Bank,Allica Bank,Cold,"",850,financial services,farshogar.irani@gmail.com,http://www.allica.bank,http://www.linkedin.com/company/allicabank,https://www.facebook.com/allicabank/,https://twitter.com/allicateam,"",London,"",United Kingdom,"","London, United Kingdom","sme banking, business banking, savings, business loans, commercial mortgages, asset finance, growth finance, fintech, sme support, sme banking technology, personal relationship management, fintech banking solutions, financial services, digital sme banking, lending portfolio, business funding, digital banking, business savings accounts, uk business finance, sme banking innovation, financial technology, fast decision-making, short-term property finance, fast loan approval, bridging finance, loan products, banking, buy-to-let mortgages, business loan solutions, sme support services, business banking uk, banking technology, uk banking, business finance, sme growth funding, personalized service, specialist lending, sme lending, banking innovation, asset purchase loans, lending solutions, banking license, business finance platform, business cash management, business savings, small business finance, specialist sme finance, personalized sme banking, challenger bank, uk smes, relationship manager, uk challenger bank, bridging loans, business current account, digital asset finance, business growth, b2b, services, commercial banking, lending, customer experience, cash flow management, finance technology, information technology & services",'+44 330 094 3333,"Outlook, Microsoft Office 365, Cloudflare DNS, CloudFlare Hosting, Hubspot, AI",495888350,Other,12277100,2023-11-01,364000000,"",68b05e7b2592f00001923be9,6021,52211,"Allica Bank is a UK-based bank focused on providing financial services to established small and medium-sized enterprises (SMEs). Launched in March 2020, it offers business mortgages, savings accounts, and asset finance. The bank has experienced rapid growth, becoming one of the fastest-growing fintechs in the UK and achieving profitability within three years.

Allica Bank operates under five core values: collaboration, leadership, speed, transparency, and accountability. Its mission is to empower businesses by delivering a unique customer experience that combines advanced technology with human expertise. The bank targets businesses with 5 to 250 employees and has successfully acquired a significant number of SME customers since its inception. With over £1 billion in customer deposits and lending by 2022, Allica has loaned more than £3 billion to UK businesses. The bank is fully authorized by the UK Prudential Regulatory Authority, ensuring deposit protection for eligible accounts.",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68ad83c40507040001840745/picture,"","","","",""
GSA,GSA,Cold,"",390,financial services,farshogar.irani@gmail.com,http://www.gsacapital.com,http://www.linkedin.com/company/gsacapital,https://facebook.com/gsacapital/,https://twitter.com/gsacapital?lang=en,Stratton House,London,England,United Kingdom,W1J 8,"Stratton House, London, England, United Kingdom, W1J 8","investment management, technology-driven trading, trading systems, financial market modeling, scalable 'alt beta' strategies, algorithmic execution systems, automated trading, algorithmic trading, financial data analysis, investment algorithms, quantitative tools, quantitative research in finance, quantitative finance innovation, systematic trading, long-term performance, algorithmic market making, multi-region trading strategies, quantitative modeling, global trading, quantitative arbitrage, multi-asset trading, trading algorithms, systematic investment, institutional clients, quantitative research, quantitative analysis, asset management, long-term success, independent capital, data-driven strategies, quantitative data evaluation, risk assessment, algorithm optimization, performance tracking, financial research, automated systems, quantitative trading, research and development, systematic strategies, asset classes, proprietary systems, quantitative finance, advanced mathematical modeling, computational finance, systematic trading technology, algorithm development, data-driven decision making, quantitative research methods, independent investment firm, high-frequency trading, proprietary technology, algorithmic strategies, multi-asset strategies, global statistical arbitrage, technology platforms, investment analytics, data analysis, financial instruments, financial data science, systematic research, financial software, financial modeling, financial markets, financial services, systematic trading across asset classes, financial technology, financial technology tools, quantitative investment strategies, investment strategies, global markets, financial innovation, proprietary trading systems, performance consistency, big data, risk management, long-term systematic success, financial data platforms, financial engineering, data analytics, long horizon trading, machine learning, market analysis, market-neutral strategies, market-neutral trading, financial data, b2b, services, research & development, finance technology, information technology & services, enterprise software, enterprises, computer software, artificial intelligence",'+44 20 7959 8800,"EasyDNS, Mimecast, Microsoft Office 365, Amazon AWS, Microsoft Azure, Greenhouse.io, Remote, AI","","","","",89528000,"",68b05e7b2592f00001923bf3,8731,5231,"GSA Capital is a quantitative trading and investment management firm based in London, founded in 2005 by Jon Hiscock. The firm specializes in systematic trading strategies, utilizing algorithms and data analysis to make informed trading decisions. GSA Capital manages its own capital alongside that of its investors, focusing on high-returning, lower-capacity strategies.

The company employs both systematic trading programs and discretionary trading strategies, allowing for a blend of algorithmic precision and human judgment. GSA Capital aims to deliver consistent performance across various asset classes and time horizons, with a mission to be a leading quant trading firm. The team consists of around 150 members who emphasize creativity, rigor, and attention to detail in their work. GSA Capital has received recognition for its long-term performance in equity strategies and quantitative approaches.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68af5e9576e9fe0001f84808/picture,"","","","",""
Movo Partnership,Movo Partnership,Cold,"",51,insurance,farshogar.irani@gmail.com,http://www.movopartnership.co.uk,http://www.linkedin.com/company/movo-partnership,"","",30 High Street,"",England,United Kingdom,BR7 5AS,"30 High Street, England, United Kingdom, BR7 5AS","insurance broker network, appointed representatives, insurance broker development, appointed representative network, compliance support, staff development & training, broker training, training programs, insurance, claims management, it systems, broker support desk, environmental initiatives, cost-effective operation, broker funding, broker movo intranet, regulatory compliance, regulatory framework, environmental pledge, insurance brokers, it support, appointed representative, it systems support, growth support, movo tree foundation, fca regulated, client servicing, broker movo brand, insurer relationships, shared insurer agencies, broker client money handling, business support, broker succession planning, claims support, financial services, insurer access, broker support services, insurance brokerage, broker support, technology support, broker onboarding process, full commission, risk management, broker onboarding, broker network, b2b, non-profit, consulting, services, insurance agencies and brokerages, financial planning, nonprofit organization management, insurance agencies & brokerages",'+44 20 8138 5060,"Outlook, Nginx, WordPress.org, Vimeo, Facebook Widget, Google AdWords Conversion, Facebook Login (Connect), DoubleClick, Google Tag Manager, Gravity Forms, DoubleClick Conversion, AddThis, Google Dynamic Remarketing, Facebook Comments, reCAPTCHA, Google Font API, Mobile Friendly","","","","",84273000,"",68b05e7b2592f00001923c5c,7389,52421,"Movo Partnership is a prominent enabler for insurance entrepreneurs, focusing on those who want to start or grow their own insurance brokerages. As an insurance broker network, Movo Partnership provides essential support and resources to help these entrepreneurs thrive in a competitive market.

Founded in 2010 as Movo Insurance Brokers Ltd, the company transitioned to Movo Partnership in 2018. It centralizes compliance and operational functions, allowing member brokerages to concentrate on client service and acquisition. Movo Partnership enhances the buying power of its members by pooling resources, which helps them negotiate better deals with insurers. Additionally, the company offers business support, including assistance with IT, telephony, and reporting systems.

Movo Partnership is incorporated as a private limited company and operates within the insurance agents and brokers sector. Its registered office is located in Chislehurst, England.",2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/688b0df6f9d22b00015887ea/picture,AUB Group Limited (aubgroup.com.au),"","","",""
Greensill Capital - in administration,Greensill Capital,Cold,"",43,financial services,farshogar.irani@gmail.com,http://www.greensill.com,http://www.linkedin.com/company/greensill,"",https://twitter.com/greensillcap,3 Southampton Street,London,England,United Kingdom,WC2R 0,"3 Southampton Street, London, England, United Kingdom, WC2R 0","aml, data science, data engineering, kyc, fraud prevention, cyber intelligence, financial services, retail, governments, public relations, finance, administration, regulatory compliance, liquidity solutions, financial data, supply chain funding, corporate finance, invoice financing platform, insolvency, supply chain digitalization, invoice financing, investment management, financial compliance, supply chain liquidity, fintech supply chain, working capital optimization, cloud-based software, ai in finance, supplier payments automation, invoice factoring, debt-backed bonds, digital trade finance, trade receivables management, cloud computing, machine learning, financial security, supply chain management, digital banking, trade finance solutions, real-time analytics, data security, financial regulation, financial innovation, corporate clients, trade finance technology, digital transformation, trade finance, financial infrastructure, funding solutions, digital invoice platform, regtech, financial automation, fintech, supply chain finance, big data, digital payments, financial modeling, financial analytics, banking, supply chain risk mitigation, debt securitization, financial risk, supply chain finance provider, global supply chain, trade credit insurance, debt purchase, digital finance, working capital solutions, financial collapse, market analysis, supply chain risk management, business finance, private equity, financial reporting, trade finance marketplace, alternative financing, corporate liquidity management, supply chain finance platform, financial market, capital markets, investment funds, corporate funding, data analytics, automated underwriting, invoice discounting, financial products, fund management, financial services automation, alternative finance, financial apis, cybersecurity, cash flow management, supply chain finance innovation, trade receivables financing, risk assessment, blockchain, risk management, api integration, banking services, investment analytics, financial technology, b2b, services, financial transactions processing, reserve, and clearinghouse activities, operational efficiency, data protection, compliance, enterprise software, enterprises, computer software, information technology & services, artificial intelligence, logistics & supply chain, computer & network security, finance technology",'+44 20 3436 2000,"Amazon CloudFront, Salesforce, Route 53, Amazon SES, Outlook, Zendesk, Amazon AWS, Atlassian Cloud, OneTrust, MongoDB, Hubspot, DoubleClick Conversion, WordPress.org, Linkedin Marketing Solutions, Google Dynamic Remarketing, Google Analytics, Mobile Friendly, DoubleClick Floodlight, DoubleClick, Google Tag Manager",1886465072,Debt Financing,140000000,2020-10-01,419500000,"",68b05e7b2592f00001923c5f,6162,52232,"Greensill Capital was a financial services company founded in 2011 by Lex Greensill. Based in London, it specialized in supply chain finance, providing solutions that allowed suppliers to receive early payments. This service aimed to enhance cash flow for businesses by acting as an intermediary, paying suppliers upfront and collecting payments from buyers later.

One of Greensill's notable contributions was its partnership with the UK's National Health Service (NHS), where it provided loans to pharmacies for quicker reimbursement of prescription drugs. The company also worked with various businesses, including those in Sanjeev Gupta's steel empire and companies within SoftBank's portfolio. Greensill Capital received significant financial backing from SoftBank, raising its valuation to around $7 billion before ceasing operations in March 2021.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68b040e6c94a4000011b052c/picture,"","","","",""
Tenet Group,Tenet Group,Cold,"",150,financial services,farshogar.irani@gmail.com,http://www.tenet.co.uk,http://www.linkedin.com/company/tenet-group,"","",5 Lister Hill,Horsforth,England,United Kingdom,LS18 5AZ,"5 Lister Hill, Horsforth, England, United Kingdom, LS18 5AZ","investments, protection, insurance, mortgages, regulatory status check, customer guidance, compliance services, fca register, winding down operations, adviser transfer process, fca compliance, adviser network wind-down, adviser transfer, mortgage solutions, adviser registration, adviser transfer to third parties, regulated activities, employee benefits, financial adviser network, customer support, customer claim assessment, customer faqs, adviser network, adviser regulatory status, mortgage advice, adviser network transfer, customer communication, complaint handling, compliance management, financial adviser responsibilities, financial advice complaints, compliance management services, financial services, fca register guidance, regulated advice, financial advice industry, regulatory compliance, complaint resolution, customer complaints, financial advisory and consulting, financial advice regulation, customer claims process, financial advice, fscs claims, b2b, consulting, services, other financial investment activities, customer service, risk management, financial planning, life insurance",'+44 113 239 0011,"Cloudflare DNS, Outlook, Gmail, Google Apps, Microsoft Office 365, DoubleClick, Vimeo, Linkedin Marketing Solutions, Mobile Friendly, Google Tag Manager, DoubleClick Conversion, Google Dynamic Remarketing, , AI","","","","",146386000,"",68b05e7b2592f00001923c62,6211,5239,"Tenet Group, officially known as Tenet Group Limited, is a private limited company based in England and Wales, incorporated on January 19, 2000. It operates primarily in the financial services sector as a holding company, recognized as one of the UK's largest financial adviser groups. The company supports a vast network of appointed representatives and directly authorized financial advisory firms, providing essential infrastructure and services for effective operation in the financial advisory market.

Tenet Group's trading styles include Tenet Network Services, which is part of TenetConnect Ltd and TenetConnect Services Ltd. The company has a significant presence in the industry, with a turnover exceeding £54 million and employing over 250 people. Its registered office is located in London.",1992,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68adf29a757f3e000105db06/picture,"","","","",""
FRP Advisory,FRP Advisory,Cold,"",780,financial services,farshogar.irani@gmail.com,http://www.frpadvisory.com,http://www.linkedin.com/company/frp-advisory,"",https://twitter.com/frp_advisory,110 Cannon Street,London,England,United Kingdom,EC4N 6,"110 Cannon Street, London, England, United Kingdom, EC4N 6","commercial, asset finance, corporate finance, restructuring, independent business reviews, interim management, placement services, personal insolvency, advisory, insolvency investigation services, forensic services, debt advisory, pensions advisory, forensic technology, business advisory, asset based lending, relativity, contentious investigations, financial advisory, business recovery, employee ownership trusts, m&a advisory, fraud detection, compliance and risk advisory, dispute resolution, fraud investigations, corporate restructuring, esg services, financial modelling, risk advisory, restructuring solutions, business services, dispute services, turnaround strategies, insolvency services, business acquisition, insolvency advisory, creditor services, special situations, valuation services, financial due diligence, financial consulting, business sale, management advisory, forensic accounting, business growth strategies, compliance services, financial restructuring, forensic investigations, capital raising, long-term value creation, legal services, transaction tax services, contentious insolvency, corporate advisory, valuation analysis, business turnaround, property asset management, strategic planning, private equity, business valuation, financial services, solvent restructuring, risk management, debt restructuring, corporate governance, asset-based lending, strategic advice, management buyouts, stakeholder management, management consulting, turnaround solutions, investigation services, b2b, consulting, services, management consulting services, professional services, asset management, risk assessment, computer & network security, information technology & services, conflict resolution, professional training & coaching",'+44 20 3005 4000,"Mimecast, Outlook, CloudFlare Hosting, SignalR, ExactTarget, Salesforce, Datadog, ASP.NET, Pardot, WordPress.org, Bootstrap Framework, Mobile Friendly, Google translate API, Adobe Media Optimizer, Google translate widget, Vimeo, Google Analytics, Linkedin Marketing Solutions, Google Custom Search, Google Maps, Cedexis Radar, Google Tag Manager, Google Font API, Remote","","","","",160107000,"",68b05e7b2592f00001923c63,"",54161,"FRP Advisory is a UK-based professional services firm founded in 2010, specializing in advisory solutions for businesses, lenders, investors, and individuals. With a team of over 800 staff, including 108 partners, the firm operates from 33 offices across the UK and internationally, focusing on mid-market and smaller companies.

The firm offers five core service areas: Restructuring Advisory, Corporate Finance, Debt Advisory, Forensic Services, and Financial Advisory. These services include corporate financial advisory, mergers and acquisitions, debt restructuring, forensic investigations, and pensions advisory, among others. FRP Advisory emphasizes collaboration, straightforward communication, and evidence-based strategies to provide tailored solutions for its diverse client base, which spans various industries such as finance, retail, and manufacturing. The firm's growth reflects its commitment to delivering effective advisory services and navigating financial complexities for its clients.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68acc4c62d1b6f0001cca863/picture,"","","","",""
Price Forbes,Price Forbes,Cold,"",1300,insurance,farshogar.irani@gmail.com,http://www.priceforbes.com,http://www.linkedin.com/company/price-forbes,https://facebook.com/PriceForbesandPartners/,https://twitter.com/priceforbes,21 Mincing Lane,London,England,United Kingdom,EC3R 5,"21 Mincing Lane, London, England, United Kingdom, EC3R 5","accident, health, aviation, cargo, casualty, construction, cyber, energy, financial products, fine art, jewellery, specie, healthcare, life science, marine, mining, political, credit risk, power, utilities, nuclear, programmes, facilities, property, reinsurance, renewable energy, terrorism, commercial property, professional, financial lines, motor fleet, binding authorities, specialist risk consultancy, facultative reinsurance, property reinsurance, complex risks, london market broking, bermuda reinsurance, data-driven analytics, risk management, catastrophe modeling, heritage, reinsurance capacity, energy insurance, bespoke solutions, multinational clients, reinsurance broking, non-standard risks, specialist insurance services, collaborative broking, risk solutions, risk consultancy, marine insurance, london market, market expertise, client-focused, strategic risk advisory, market-leading expertise, large corporate clients, wholesale insurance broking, strategic advisory, bespoke insurance programs, specialist teams, space insurance, global insurance network, data analytics, client-centric solutions, insurance broking, global network, specialty insurance, complex risk placement, marine energy reinsurance, innovative solutions, specialist insurance, insurance-linked securities, reinsurance markets, risk transfer, syndicate support, client collaboration, bespoke risk transfer, innovative risk solutions, emerging risks, progressive reinsurance, heritage and innovation, insurance brokerage, bespoke programs, emerging industry risks, progressive approach, casualty reinsurance, market reputation, b2b, consulting, services, direct insurance (except life, health, and medical) carriers, insurance, brokerage, luxury goods & jewelry, health care, health, wellness & fitness, hospital & health care, clean energy & technology, environmental services, renewables & environment",'+44 20 7204 8400,"Mimecast, Microsoft Office 365, Amazon AWS, DigitalOcean, Mobile Friendly, Google Maps (Non Paid Users), Google Maps, Google Tag Manager, Vimeo, Google Analytics, Google Font API, Bootstrap Framework, Apache, WordPress.org, reCAPTCHA, AI, Render","","","","",132000000,"",68b05e7b2592f00001923c66,6351,52412,"Price Forbes is an independent insurance broker established in 1893 and headquartered in London. As part of Ardonagh Specialty, it is recognized as a leading broker in the London market. The company has a global presence, with offices worldwide, and specializes in wholesale insurance broking, focusing on complex risk management solutions for large multinational companies.

The services offered by Price Forbes include specialist insurance broking, risk management, and reinsurance solutions through its division, Price Forbes Re. This division provides tailored reinsurance broking, capital solutions, and strategic advisory services, utilizing analytics to meet client needs. Price Forbes also has a strong presence in Africa, with operations in South Africa and partnerships across sub-Saharan Africa.

In addition to its business activities, Price Forbes is committed to community involvement through the Ardonagh Community Trust, supporting charitable initiatives and contributing over £1.5 million to various causes.",1893,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68aeae517baee300019fc18f/picture,"","","","",""
Fintel,Fintel,Cold,"",630,financial services,farshogar.irani@gmail.com,http://www.wearefintel.com,http://www.linkedin.com/company/wearefintel,"",https://twitter.com/wearefintel?lang=en,Saint Andrew's Road,"",England,United Kingdom,HD1 6NA,"Saint Andrew's Road, England, United Kingdom, HD1 6NA","financial services, financial data analytics, financial technology, financial services technology, market intelligence, market fragmentation solutions, financial sector support, regulatory advice technology, financial product ratings, product ratings, consumer insights, product development support, advice automation tools, consumer behavior insights, consumer decision support, digital transformation, regulatory compliance, regulatory application support, financial advice platform, market analysis, regulatory advice, market research, market influence, financial product comparison, customer engagement, fintech, financial product data, advice technology, digital solutions, regulatory reporting, industry collaboration platforms, financial services influence, regulatory support, market connectivity, market influence analytics, industry innovation, data-led services, financial education, financial education content, financial industry support, financial advice automation, b2b, b2c, consulting, services, retail, management consulting services, data analytics, risk management, business intelligence, financial planning, digital marketing, finance technology, information technology & services, analytics, marketing & advertising",'+44 148 443 9100,"Route 53, Amazon AWS, Rackspace MailGun, Outlook, Hubspot, YouTube, Nginx, Google Tag Manager, Adobe Coldfusion, Mobile Friendly, Remote, Render","",Other,"",2018-04-01,98300000,"",68b05e7b2592f00001923c76,7375,54161,"Fintel is a UK-based financial services technology and support company, established in 2002 and headquartered in Huddersfield, England. Formerly known as SimplyBiz Group Plc, it rebranded to Fintel Plc in March 2021. The company connects product providers, intermediaries, and consumers through technology-driven solutions, focusing on compliance, business support, fintech, and research services for the retail financial services sector.

Fintel offers a range of services, including regulatory application guidance, compliance frameworks, and proprietary advice technology that powers investment recommendations. Its subsidiary, Defaqto, provides Matrix 360, a predictive analytics tool that integrates product ratings and AI-driven insights. Fintel serves financial intermediaries such as independent financial advisers and mortgage brokers, enhancing market connectivity with product providers. Recognized as a ""World Class"" employer, Fintel promotes a collaborative and inclusive workplace culture, emphasizing diversity and sustainability in its ESG strategy.",2002,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68a44981e5ae7200014d7093/picture,"","","","",""
Baillie Gifford,Baillie Gifford,Cold,"",1700,financial services,farshogar.irani@gmail.com,http://www.bailliegifford.com,http://www.linkedin.com/company/baillie-gifford,https://facebook.com/BaillieGiffordCo/,https://twitter.com/bailliegifford,1 Greenside Row,"",Scotland,United Kingdom,EH1 3AP,"1 Greenside Row, Scotland, United Kingdom, EH1 3AP","investment management, asset management, esg, equity investing, multi asset & fixed income investing, longterm investing, global reach, investment portfolios, private partnership model, independent asset manager, research-based investing, investment trusts, global offices, investment solutions, research-driven portfolios, growth investing, equity investment, client services, investment strategies, transformational companies, global investment management, equity portfolios, long-term growth, multi-asset portfolios, long-term capital growth, asset growth, private ownership, global investment strategies, institutional investors, investment expertise, independent asset management, growth stocks, sustainable returns, transformational growth, heritage investment firm, partnership ownership, innovative companies, equity funds, global equities, private partnership, trust management, heritage investment, investment philosophy, financial services, research-driven, patient investing, long-term partnerships, global presence, long-term investing, fund management, heritage brand, asset under management, sustainable investing, multi-asset strategies, client-focused, asset management services, growth companies, services, other financial investment activities, portfolio management, private equity, risk management, financial advisory, wealth management, financial consulting, consulting, management consulting",'+44 131 275 2000,"CloudFlare CDN, Route 53, Outlook, CloudFlare Hosting, Microsoft Azure Hosting, Cloudflare DNS, Stripe, Marketo, VueJS, CloudFlare, React, Salesforce, Workday, Google AdWords Conversion, Hotjar, Facebook Widget, Typekit, Shutterstock, Twitter Advertising, Google Analytics, Facebook Custom Audiences, Facebook Login (Connect), JW Player, Adobe Media Optimizer, Cedexis Radar, Linkedin Marketing Solutions, Workday Recruit, reCAPTCHA, Mobile Friendly, DoubleClick Floodlight, Google Tag Manager, Vimeo, AI",754940070,Other,35433070,2023-11-01,133710000,"",68b05e7b2592f00001923c81,6732,5239,"Baillie Gifford is an investment management firm based in Edinburgh, Scotland, with additional offices in London and New York. Founded in 1908, it operates as a private partnership owned entirely by active partners. The firm specializes in long-term, high-conviction equity investing, focusing on growth opportunities across global markets.

The company manages a variety of investment trusts, including the Baillie Gifford European Growth Trust, Edinburgh Worldwide Investment Trust, and Baillie Gifford Shin Nippon, which target different sectors and regions. It also offers active management in global equities, fixed income, and multi-asset solutions, along with pre-IPO investments in technology and healthcare. Baillie Gifford serves both institutional and individual investors, emphasizing a long-term investment philosophy that prioritizes fundamental research and high-growth potential. With over a century of experience, the firm has adapted to global economic changes while maintaining its founding principles.",1908,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68ae398440c2c60001910d58/picture,"","","","",""
Swinton Group,Swinton Group,Cold,"",780,insurance,farshogar.irani@gmail.com,http://www.swinton.co.uk,http://www.linkedin.com/company/swinton-insurance,https://www.facebook.com/SwintonInsurance,https://twitter.com/SwintonGroup,101 Cathedral Approach,"",England,United Kingdom,M3 7FB,"101 Cathedral Approach, England, United Kingdom, M3 7FB","insurance, customer service, financial services, marketing, insurance technology trends, insurance innovation, insurance customer analytics, online policy management, insurance pricing algorithms, insurance digital customer experience, insurance panel, automated underwriting systems, insurance digital engagement platforms, home insurance, insurance technology, insurance regulatory compliance automation, insurance risk modeling, digital insurance marketing, digital insurance marketing strategies, digital customer onboarding, automated customer support, insurance digital underwriting, insurance process automation tools, retail, uk insurance market, digital transformation case studies in insurance, property insurance, robotic process automation in insurance, insurance process digitization, robotic process automation for claims, automation technology, customer engagement, customer journey mapping in insurance, tax and legal protection, commercial insurance, insurance customer retention, api platforms for insurance, insurance sales automation, automated claims processing, digital innovation in insurance, cloud solutions for insurance companies, insurance group, predictive analytics applications in insurance, insurance digital claims, insurance automation, digital customer engagement in insurance, insurance compliance automation tools, insurance digital risk management, insurance data management solutions, ai-powered claims processing, insurance retailing, predictive analytics in insurance, insurance customer support, insurance digital claims handling, cost savings, insurance solutions, customer self-service portal, insurance distribution, insurance digital ecosystem, insurance digital sales, cloud-based insurance platform, insurance digital underwriting systems, insurance regulation, customer satisfaction, insurance digital marketing tools, cloud-based insurance platforms, insurance digital claims processing, ai-driven customer insights in insurance, insurance fraud detection technology, insurance digital transformation, digital customer onboarding in insurance, insurance customer portal, insurance industry, insurance services, insurance sector, insurance customer experience optimization, insurance claims, digital claims processing systems, policy management, insurance risk assessment, insurance digital customer onboarding, specialist insurance, insurance api integration solutions, net promoter score, insurance market, insurance digital engagement, ai in insurance underwriting, insurance provider, insurance digital platform, insurance digital customer support tools, insurance company headquarters, customer support, insurance compliance automation, insurance brokers, insurance digital claims management, insurance company, insurance digital sales channels, ai-powered customer service in insurance, digital policy issuance, insurance chatbot technology, insurance digital policy administration, digital transformation in insurance, automated policy issuance, insurance marketplace, insurance business, insurance digital customer support, ai-driven customer insights, predictive analytics for insurance, insurance data privacy solutions, insurance data security solutions, digital policy administration, fraud detection algorithms in insurance, insurance claims automation software, insurance fraud detection, insurance customer retention tools, ai insurance solutions, robotic process automation, roadside assistance, digital claims management, insurance process automation, digital insurance, insurance partnerships, car insurance, insurance digital platform development, automated underwriting, insurance network, business insurance, insurance operations, insurance data analytics, insurance mobile app, claims handling, insurance products, vehicle insurance, insurance customer journey, insurance policies, insurance customer experience, insurance chatbot, market presence, insurance digital customer service, insurance api integration, insurance compliance monitoring tools, insurance digital underwriting tools, broad product portfolio, insurance data security, branch network, insurance risk assessment tools, digital marketing automation in insurance, insurance digital policy management, motorcycle insurance, b2b, b2c, e-commerce, d2c, services, insurance agencies and brokerages, consumer internet, consumers, internet, information technology & services, insurance agencies & brokerages",'+44 800 116 4181,"Cloudflare DNS, Amazon SES, Outlook, Microsoft Office 365, CloudFlare Hosting, VueJS, accessiBe, React Redux, React, Zendesk, Sage Intacct, Facebook Custom Audiences, Google AdWords Conversion, Google Tag Manager, Bootstrap Framework, CrazyEgg, Shutterstock, Trustpilot, Facebook Login (Connect), Bing Ads, YouTube, Facebook Widget, Google Dynamic Remarketing, Ruxit, ASP.NET, Mobile Friendly, Google AdSense, DoubleClick Conversion, DoubleClick, , Remote, AI, Android, React Native, Xamarin, Flutter, ","","","","",233333000,"",68b05e7b2592f00001923c8a,6361,52421,"Swinton Group is a UK-based insurance brokerage founded in 1957, specializing in personal and commercial insurance coverage. The company started by selling car insurance door-to-door and has since expanded to 220 high-street locations across the UK. Headquartered in Manchester, Swinton employs over 1,000 staff, including 450 frontline agents who manage around 2.4 million customer contacts each year.

Swinton offers a wide range of insurance products through partnerships with UK insurers. Their personal insurance options include car, home, bike, van, pet, and caravan insurance. For commercial clients, they provide tradesman, public liability, fleet, landlord, and taxi insurance. Additionally, Swinton offers services like breakdown cover and road assistance. The company focuses on delivering tailored solutions for individual and business clients, particularly tradespeople, landlords, and fleet operators.",1957,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68a76a464111960001781b6d/picture,The Ardonagh Group (ardonagh.com),"","","",""
Hansa Trust Plc,Hansa Trust Plc,Cold,"",0,financial services,farshogar.irani@gmail.com,http://www.hansaicl.com,http://www.linkedin.com/company/hansa-trust-plc,"","",50 Curzon Street,London,England,United Kingdom,W1J 5,"50 Curzon Street, London, England, United Kingdom, W1J 5","",'+44 20 7647 5750,"Mimecast, Microsoft Office 365, Google Cloud Hosting, CloudFlare Hosting, Google Tag Manager, Mobile Friendly, Google Font API, WordPress.org, Nginx","","","","",136375000,"",68b05e7c2592f00001923d10,"","",Welcome to Hansa Investment Company – we’re invested to safeguard and grow family wealth over multiple generations.,1952,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Ocean Wilsons Holdings Ltd (oceanwilsons.bm),"","","",""
PAVEY GROUP LIMITED,PAVEY GROUP,Cold,"",0,insurance,farshogar.irani@gmail.com,http://www.paveygroup.co.uk,http://www.linkedin.com/company/pavey-group-limited,"",https://twitter.com/paveygroup,Orchard Way,"",England,United Kingdom,TQ2 7FA,"Orchard Way, England, United Kingdom, TQ2 7FA","",01803-652-000,"Akamai DNS, Outlook, Microsoft Office 365","","","","",153750000,"",68b05e7c2592f00001923d1a,6321,"","Pavey Group is a chartered insurance broker firm that offers retail property, casualty insurance and risk management advice.",1971,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Gallagher (ajg.com),"","","",""
R T WATERS LTD,R T WATERS,Cold,"",3,insurance,farshogar.irani@gmail.com,http://www.rtwaters.com,http://www.linkedin.com/company/r.t.waters-limited,https://facebook.com/pages/RT-Waters-Ltd/805985299473654,https://twitter.com/rtwatersltd,55 High Street,Leatherhead,England,United Kingdom,KT23 4AD,"55 High Street, Leatherhead, England, United Kingdom, KT23 4AD","insurance broker, commercial, personal indemnity, household, public liability, cyber risk, directors & office, events, cargo, employer liability, lakes, holiday homes, lodges, high net worth, travel, boat, yacht, motor, fleet, commercial vehicles",'+44 13 7237 5155,"Cloudflare DNS, Mimecast, Outlook, Microsoft Office 365, CloudFlare Hosting","","","","",51532000,"",68b05e7c2592f00001923d22,"","","R T WATERS LTD is a personal and commercial insurance brokers with more than 100 years of combined employee experience. We blend a professional approach with a personal level of service to help clients on a local, regional and nationwide basis. Use us for a wide range of insurance needs. We offer tailored solutions to ensure our customers are properly covered for all eventualities.",1960,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e68b4d75629c00012bede8/picture,Clear Group (thecleargroup.com),"","","",""
