Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score
Netflash Internet Solutions,Netflash Internet Solutions,Cold,,12,information technology & services,farshogar.irani@gmail.com,http://www.netflash.net,http://www.linkedin.com/company/netflash-internet-solutions,https://www.facebook.com/netflashinternetsolutions/,,1232 Victoria Street North,Kitchener,Ontario,Canada,N2B 3C9,"1232 Victoria Street North, Kitchener, Ontario, Canada, N2B 3C9","high speed internet connectivity corporate, residential, wide area network design, deployment, rural fixed point wireless connectivity, backend fibre, fibre to the home construction, managed it, networking services, data, fibre cabling deployment, data cloud backup, private data centre colocation, hosting services, technology, information & internet, rural internet, cloud data centers, no contract, custom tv packages, unlimited data, residential internet, reliable internet, fiber tv, security solutions, high-speed internet, telecommunications, domain hosting, fiber optic internet, network management, it services, vpn services, iptv, business internet, it solutions, data center services, fibre internet, information technology services, b2b, b2c, d2c, services, information technology & services",'+1 519-741-8167,"Outlook, Microsoft Office 365, Typekit, reCAPTCHA, Mobile Friendly, WordPress.org, Nginx, Google Tag Manager, Google Maps, Gravity Forms, Google Font API, MouseFlow, Remote, Render, , Metamask, Basis",,,,,29227000,,68a4a4b0e0299d0001ea4427,4812,517,"﻿﻿Netflash Internet Solutions primary goal is finding the perfect networking solution for you, and you alone. Whether you have a small business, a large corporation, or simply a home computer, our skilled team of network specialists will work with you to seek the solution that exists solely for you. Then, once we have your inspired solution in hand, we will engineer and execute it to get you networking and connected at optimum levels, all at an affordable price.

We've been offering unparalleled service and custom solutions since our establishment in 1996. From fast, reliable connections to Rural Fixed Point Wireless Internet or Internet to VPN services and everything in between.

We guarantee to find the right solution that suits your needs and at a price you are comfortable with.",1996,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/689a85351a75d300015449cb/picture,,,,,
Vancouver Entrepreneurs Forum,Vancouver Entrepreneurs Forum,Cold,,11,information technology & services,farshogar.irani@gmail.com,http://www.vef.org,http://www.linkedin.com/company/vancouver-entrepreneurs-forum,http://www.facebook.com/VEFdotorg,https://twitter.com/vefdotorg,515 W Hastings St,Vancouver,British Columbia,Canada,V6B 5K3,"515 W Hastings St, Vancouver, British Columbia, Canada, V6B 5K3","networking, education, business development, technology, technology, information & media, non-profit organization, startup ecosystem, early-stage funding, industry networking, diversity and inclusion, tech innovation, professional and community organizations, business growth, mentorship programs, event organization, business mentorship, community building, investor relations, tech sector collaboration, professional development, entrepreneurship mentorship, community diversity, tech sector vancouver, thought leadership, sector-specific events, tech innovation support, industry thought leaders, technology and innovation, networking events, partnership development, early-stage companies, community pitch events, industry collaboration, venture capital, entrepreneurship support, startup funding, pitch opportunities, industry partnerships, non-profit organizations, community engagement, tech ecosystem, annual startup events, tech ecosystem vancouver, vancouver tech community, academic involvement, tech entrepreneurs, community news, diversity in tech, b2b, non-profit, information technology & services, nonprofit organization management",,"Gmail, Google Apps, Amazon AWS, Eventbrite, Typekit, Phoenix, Basis, AI",,,,,10442000,,68a4a4b0e0299d0001ea4456,8999,81341,"The Vancouver Entrepreneurs Forum (VEF) is a non-profit organization founded in 1988, dedicated to supporting technology entrepreneurs, investors, and ecosystem stakeholders in Vancouver. VEF serves as a key networking and educational platform, aiming to foster collaboration and innovation within the tech community. The organization hosts eight annual events from September to May, focusing on sectors such as AI, cleantech, life sciences, digital media, and fintech.

VEF offers a variety of services, including monthly forums featuring panel discussions and keynote speeches, lightning pitch events for startups to present their ideas, and mentorship programs that provide guidance on scaling ventures and securing funding. The organization also participates in Global Entrepreneurship Week with special programming. Membership provides access to VEF's community, events, and educational content, allowing stakeholders to engage with sponsors, speakers, and partners. With over 200 events organized since its inception, VEF plays a significant role in British Columbia's tech ecosystem.",1988,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/686f14b98738410001c04345/picture,,,,,
"Stratos, an ERM Group company",Stratos an ERM Group company,Cold,,17,management consulting,farshogar.irani@gmail.com,http://www.stratos-sts.com,http://www.linkedin.com/company/stratos-inc.,https://facebook.com/stratos-191659650949059,https://twitter.com/stratos_sts,1 Nicholas Street,Ottawa,Ontario,Canada,K1N 5X6,"1 Nicholas Street, Ottawa, Ontario, Canada, K1N 5X6","environmental, social, governance, strategy & planning, risk management, performance management, reporting, assurance, program design, stakeholder engagement, convening, facilitation, organizational effectiveness, change management, digital solutions, reconcillation, natural resources, climate change, sustainable development, clean economy, conservation, regulation, policy, business consulting & services, indigenous community engagement, reconciliation strategy, indigenous relations, manufacturing, climate risk analysis, offshore wind projects, financial services, environmental services, regulatory compliance, sustainability reporting, carbon markets, offshore wind support, carbon credit portal, project permitting, renewable hydrogen development, environmental assessment, climate strategy development, environmental permitting, sustainability consulting, renewable energy support, carbon management, climate risk governance, decarbonization strategies, climate change support, digital impact assessments, stakeholder collaboration, mining & metals, environmental risk management, sustainability strategy, natural capital assessment, biodiversity loss mitigation, impact finance for nature, energy, energy transition, b2b, non-profit, government, consulting, services, sustainability, renewables & environment, management consulting, mechanical or industrial engineering, oil & energy, nonprofit organization management",'+1 613-241-1001,"Cloudflare DNS, Outlook, Microsoft Office 365, CloudFlare Hosting",,,,,5000000,,68a4a4b0e0299d0001ea443b,8748,54162,"Stratos, part of the ERM Group, is a management consultancy based in Ottawa, Ontario, specializing in environmental, social, and governance (ESG) issues. Founded in 2000, Stratos focuses on sustainability and offers a variety of advisory services to help organizations address complex ESG challenges. 

Their services include ESG performance and risk management, stakeholder engagement, and strategy development for sustainable practices. Stratos also provides expertise in conservation, regulatory compliance, and change management, along with digital solutions to enhance ESG management. The company collaborates with government, industry, indigenous organizations, and civil society to foster meaningful partnerships and advance sustainability initiatives. The acquisition by ERM in 2021 has further expanded Stratos's capabilities and reach in the sustainability sector.",2000,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6531b356c4e4b100011a2bef/picture,ERM (erm.com),,,,
Dot2Dot Communications Inc.,Dot2Dot Communications,Cold,,19,information technology & services,farshogar.irani@gmail.com,http://www.dot2dotcommunications.com,http://www.linkedin.com/company/dot2dot-communications,https://facebook.com/Dot2DotCommunications/,https://twitter.com/dot2dotcomm,3015 Kennedy Road,Toronto,Ontario,Canada,M1V 1E7,"3015 Kennedy Road, Toronto, Ontario, Canada, M1V 1E7","digital signage solutions, dooh, ooh, media management software, creative services, content management, av soltuions, turnkey solutions, digital signage, content creation, installations, it services & it consulting, campaign management, global digital signage network, retail, out-of-home advertising management, digital signage content updates, digital signage for education, digital signage project management, digital signage deployment, digital display solutions, out-of-home advertising platform, hip-hop culture digital display, content delivery platform, cloud-based signage platform, digital signage hardware, digital display integration, digital signage services, visual communications, content planning and measurement, content scheduling, hardware solutions, digital signage for retail environments, digital signage analytics, digital signage for public spaces, digital signage for airports, customer engagement tools, interactive touchscreens, media management, digital signage for property management, interactive exhibit installation, property management, real-time content updates, visual marketing, scalable digital signage, event management, ai integration, interactive digital signage, digital signage for events, multi-industry solutions, revenue-generating networks, ad management software, digital signage software, out-of-home advertising, b2b, services, information technology & services, enterprise software, enterprises, computer software, events services",'+1 800-685-6472,"Outlook, Pardot, GoDaddy Hosting, WordPress.org, Google Font API, Varnish, Mobile Friendly, Google Tag Manager, Scala",,,,,8000000,,68a4a4b1e0299d0001ea44c2,7375,54185,"Dot2Dot Communications is a full-service visual communications company that designs, develops, and manages immersive digital signage experiences. We craft complete turnkey solutions to provide clients and consumers with real, measurable value. Backed by an outstanding project portfolio spanning three decades, our award-winning work blends together digital signage with mobile apps, advertising management, beacons and interactivity. 

Our mission is to remain at the forefront of innovative digital signage solutions, in Canada and across the globe. Dot2Dot will put your best face forward.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68599281251c9e0001527f8e/picture,STRATACACHE (stratacache.com),,,,
Patro Laval,Patro Laval,Cold,,16,individual & family services,farshogar.irani@gmail.com,http://www.patrolaval.com,http://www.linkedin.com/company/patro-laval,https://facebook.com/pages/Patro-Laval/765380993535919,,145 Rue Bigaouette,Quebec City,Quebec,Canada,G1K 4L3,"145 Rue Bigaouette, Quebec City, Quebec, Canada, G1K 4L3","activités de loisir, collaboration avec partenaires, programmes d'accompagnement familial, milieu de vie, développement des personnes, programmes pour jeunes, formation du personnel, services pour aînés, milieu de vie qui anime, gestion de camps de jour, activités sportives et culturelles, recreation and community centers, animation pour adultes et seniors, bénévolat, location de salles, entretien et entraide, programmes d'inclusion sociale, programmes pour enfants et adolescents, projets communautaires, community and social service organizations, événements communautaires, projets éducatifs, activités sportives, animation sociale, soutien aux familles, centre communautaire, implication bénévole, sensibilisation communautaire, animation socioculturelle, services communautaires, services d'accompagnement social, activités communautaires, collaboration avec organismes, soutien aux personnes vulnérables, projets de prévention, événements spéciaux, événements festifs locaux, basse-ville de québec, services d'entraide, gestion de centre communautaire, programmes jeunesse, b2c, non-profit, services, nonprofit organization management",'+1 418-522-2005,"Gmail, Google Apps, Google Font API, Mobile Friendly, Google Maps, Facebook Custom Audiences, Apache, Facebook Login (Connect), WordPress.org, Facebook Widget",,,,,9622000,,68a4a4b1e0299d0001ea44c1,8399,81341,"Nos objectifs: Offrir un accueil et un accompagnement personnalisés à chaque membre. Créer un milieu de vie propice à une saine vie de groupe en priorisant l'implication et la prise en charge par les membres. Prioriser l'encadrement et la formation du personnel et des bénévoles. Bâtir un lieu privilégié de prévention et de sensibilisation. Susciter un climat d'entraide destiné à soulager les besoins des familles et des individus qui sont les plus affectés par la vie… Répondre, en concertation avec les organismes sociocommunautaires du milieu, aux besoins des individus et des familles. Soutenir les parents dans l'éducation et le développement de leurs enfants. Accompagner les personnes dans leur vie chrétienne par un ensemble d'activités appropriées à leur âge et à leur cheminement.",1910,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6823c884c4766700017a31c4/picture,,,,,
London Pacific,London Pacific,Cold,,14,real estate,farshogar.irani@gmail.com,http://www.londonpacific.ca,http://www.linkedin.com/company/london-pacific-property-agents-inc-,,https://twitter.com/londonpacific,3660 Charles St,Vancouver,British Columbia,Canada,V5K 5A9,"3660 Charles St, Vancouver, British Columbia, Canada, V5K 5A9","land acquisitions, land assembly, redevelopment, commercial real estate, industrial properties buy, sale, multifamily buy, commercial, office space buy, strata windup, investment properties buy, project sales, development land buy, real estate agents & brokers, strata conversion, investment properties, market intelligence, property valuation, off-market opportunities, property portfolio, land sales, high-density development, mixed-use development, zoning and permits, urban redevelopment, urban infill projects, transaction management, multifamily, b.c. land use policies, heritage property redevelopment, strata wind-up, property marketing, urban planning, urban land, land assembly for high-density, client representation, real estate investment, bill 47 transit legislation, multi-family rezoning, development land, redevelopment sites, developer network, property negotiation, real estate advisory, land acquisition, municipal policy, community engagement, land disposition, brokerage services, market research, land economics, transit-oriented development, real estate, b2b, government, consulting, services",'+1 604-420-2600,"Route 53, Mailchimp Mandrill, Outlook, Amazon AWS, Media Temple SSL, Hubspot, Mobile Friendly, reCAPTCHA, Nginx, Hotjar, Google Tag Manager, Google Maps (Non Paid Users), Google Font API, WordPress.org, Google Maps, Remote, Circle",,,,,21325000,,68a4a4b1e0299d0001ea44d9,6531,53121,"London Pacific Property Agents Inc. is a commercial real estate brokerage based in Vancouver, British Columbia. The firm specializes in land assembly and the sale of commercial properties, primarily serving developers and investors in the real estate sector. With a team of expert agents, London Pacific focuses on strategic land assembly in transit-oriented areas, making them ideal for mid-rise and multi-family residential developments.

The company offers a range of services tailored to developers, including land assembly, project sales support, and customized sales strategies. They assist with pricing, marketing, buyer relations, and navigating local zoning and development approvals. London Pacific has successfully marketed various development sites, including those near SkyTrain stations and in high-growth urban areas, demonstrating their expertise in managing complex project sales from marketing to key turnover.

London Pacific primarily serves real estate developers, investors, and buyers of multi-family residential units, helping them capitalize on opportunities in the Vancouver metropolitan region and surrounding areas.",1986,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/689b11ac0d2fb5000124c61a/picture,,,,,
Synaxiom Inc.,Synaxiom,Cold,,11,information technology & services,farshogar.irani@gmail.com,http://www.synaxiom.com,http://www.linkedin.com/company/synaxiom,https://facebook.com/synaxiom,https://twitter.com/synaxiom,1868 Boulevard des Sources,Pointe-Claire,Quebec,Canada,H9R 5B1,"1868 Boulevard des Sources, Pointe-Claire, Quebec, Canada, H9R 5B1","ietp, ietm, s1000d, ata 100, aviation software, it services, data services, ispec, aviation software solutions, ietp management, technical documentation, professional services, technical publications, nivomax, cloud services, it services & it consulting, cloud deployment, publication automation, software platform, learning assistance features, digital publications, system integration, training and support, publication analytics, cloud migration, platform deployment, third-party integrations, aviation maintenance, infrastructure design, data transformation, user-centric interface, publication sales and distribution, multi-spec source publications, information technology, publication lifecycle management, multi-oem support, s1000d compliance, aerospace and defense, publication management, data migration, legacy ata100 support, performance optimization, content management system, aviation technical publications, mixed fleet publications, digital content management, aviation industry, aviation mro support, enterprise software, aviation documentation, aviation oem solutions, customization services, software development, technical publication software, publication delivery platform, b2b, e-commerce, consulting, services, information technology & services, professional training & coaching, cloud computing, enterprises, computer software, consumer internet, consumers, internet",'+1 514-363-0168,"Outlook, Microsoft Office 365, Amazon AWS, Apache, reCAPTCHA, WordPress.org, Google Font API, OpenSSL, Mobile Friendly, Google Maps, Google Tag Manager, Google Analytics, Gravity Forms, Elasticsearch, React Native, Node.js, Laravel, Flutter, Python, Reviews, Avaya, 8x8, SAP, Twilio, Vonage, Micro, , RingCentral, Five9, Genesys, AI",,,,,17634000,,68a4a4b1e0299d0001ea44d6,7375,54151,"SYNAXIOM is a leading software vendor specializing in technical documentation management solutions for aviation organizations. Our flagship product, the NIVOMAX platform, is designed to transform the way Maintenance, Repair, and Overhaul (MRO) organizations, airline fleets, and OEMs manage their Interactive Electronic Technical Manuals (IETMs) and Publications (IETPs).

We have transitioned from our origins in custom software development to focusing solely on licensing our powerful, off-the-shelf solution, NIVOMAX. Our platform is tailored to meet the complex needs of our clients, ensuring compliance with industry standards such as S1000D and ATA 100 while enhancing operational efficiency.

In addition to licensing NIVOMAX, SYNAXIOM offers a range of professional services to support our clients, including implementation, training, and ongoing support. Our goal is to empower our clients to fully leverage the capabilities of NIVOMAX, ensuring they achieve their operational and strategic goals.

Join the growing number of industry leaders who trust SYNAXIOM to deliver innovative software solutions that drive efficiency and compliance in aviation.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/687e41ce1285c90001ea0470/picture,,,,,
Grands Prix Cyclistes de Québec et de Montréal,Grands Prix Cyclistes de Québec et de Montréal,Cold,,20,sports,farshogar.irani@gmail.com,http://www.gpcqm.ca,http://www.linkedin.com/company/grands-prix-cyclistes-de-qu-bec-et-de-montr-al,https://www.facebook.com/GPCQM/,https://twitter.com/GPCQM,,Boucherville,Quebec,Canada,,"Boucherville, Quebec, Canada","spectator sports, mountain climb race, city center race, cycling teams, cycling race technology, cycling race logistics, spectator event, vip hospitality, event management, cycling race, live broadcast, tourism, cycling festival, sports and recreation, parcours exigeant, spectator activities, montréal, cycling competition, épreuves de cyclisme, cycling event hospitality, spectacle sportif, cycling race safety, uci worldtour, cycling event marketing, city circuit, cycling sponsors, uci licensed race, professional cycling, cycling event, fan village, course en ville, cycling parcours, cycling fan engagement, québec, diffusion en direct, urban cycling race, sports events, cycling event sponsorship, champions du monde, cycling race organization, elite cyclists, course cycliste, media coverage, cycling sports, cycling infrastructure, b2b, events services, leisure, travel & tourism",'+1 514-554-2161,"Carma Mail (Compost Marketing), Gmail, Google Apps, Amazon AWS, StackAdapt, Amazon SES, WordPress.org, Google Tag Manager, Google Font API, Facebook Widget, Vimeo, MailChimp, Facebook Login (Connect), Facebook Custom Audiences, YouTube, Mobile Friendly, AI",,,,,21000000,,68a4a4b1e0299d0001ea4567,7948,71121,"The Grands Prix Cyclistes de Québec et de Montréal are prestigious professional bicycle road races held annually in Quebec City and Montreal, Canada. These events are part of the UCI World Tour, representing the highest level of professional cycling and the only UCI World Tour races in the Americas. Organized by Événements GPCQM, the races are directed by Joseph Limare.

The organization focuses on event management, ensuring the races are well-planned and executed. They also handle marketing and promotion to attract top cyclists and spectators globally. The races provide an exciting experience for attendees, with broadcasts in over 100 countries and significant crowds, including over 212,000 spectators in 2022. Additionally, the events offer branding and sponsorship opportunities for various partners, enhancing their visibility and reach. The Grands Prix are known for their challenging courses and scenic routes, making them a highlight in the cycling calendar.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f800987326fc0001685051/picture,,,,,
Tundra Process Solutions (formerly Polyphase Engineered Controls),Tundra Process Solutions,Cold,,18,electrical/electronic manufacturing,farshogar.irani@gmail.com,http://www.polyphasecontrols.com,http://www.linkedin.com/company/polyphase-engineered-controls,https://facebook.com/polyphase-engineered-controls-196095547229196,,3555 93 St NW,Edmonton,Alberta,Canada,T6E 6N6,"3555 93 St NW, Edmonton, Alberta, Canada, T6E 6N6","appliances, electrical, & electronics manufacturing, csa and ul certification, explosion proof panels, electrical equipment manufacturing, control panels, panel fabrication, laser-etched stainless steel tags, electrical contracting, vfd panels, scada panels, industrial automation, custom electrical equipment, csa certified control panels, industrial control systems, heat shrinkable wire markers, marshalling cabinets, system integration, manufacturing, control system testing, material procurement, project management, electrical racks, fabrication scheduling, electrical system design, iso 9001 certified manufacturing, b2b, consulting, services, electrical/electronic manufacturing, mechanical or industrial engineering, productivity",'+1 780-465-3283,Google Cloud Hosting,,,,,11200000,,68a4a4b1e0299d0001ea4582,3621,33531,"Polyphase Engineered Controls is an electrical/electronic manufacturing company based out of 3555 93 St NW, EDMONTON, ALBERTA, Canada.",1977,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6797a8da392f060001721e72/picture,Tundra Process Solutions (tundrasolutions.ca),,,,
Freestyle Vancouver Ski Club,Freestyle Vancouver Ski Club,Cold,,13,sports,farshogar.irani@gmail.com,http://www.freestylevancouver.ski,http://www.linkedin.com/company/freestylevancouver,https://www.facebook.com/FreestyleVancouver,,1641 Lonsdale Ave,North Vancouver,British Columbia,Canada,V7M 2J5,"1641 Lonsdale Ave, North Vancouver, British Columbia, Canada, V7M 2J5","freestyle ski coaching, competitions, moguls coaching, ski jump park coaching, youth ski programs, dry land ski training & conditioning, adult ski programs, spectator sports, club events, youth sports programs, ski film production, grassroots development, athlete progression, freestyle skiing, event management, freestyle bc, off-season training, dryland training, safety protocols, competition training, nonprofit organizations, water ramp training, mountain safety, mountain biking, sports coaching and training, slopestyle, big air, competition organization, volunteer opportunities, olympic athlete pathway, event planning, water ramp camps, program coordination, moguls, sports and recreation, ski instructor certification, coaching and training, terrain park, youth programs, water ramp air qualification, youth athlete development, coaching certifications, high performance team, freestyle canada, fis regulations, terrain park skills, community engagement, sponsorship, canadian freestyle ski alliance, program management, all-mountain skiing, team environment, non-profit, services, events services, nonprofit organization management",'+1 226-213-8693,"SendInBlue, Gmail, Google Apps, Microsoft Office 365, Amazon AWS, WordPress.org, Mobile Friendly, MailChimp, Nginx, Reviews, Remote",,,,,25321000,,68a4a4b1e0299d0001ea456d,7999,71399,"Our primary goal is to introduce freestyle skiing to young skiers from the Greater Vancouver area in a safe and friendly environment. Our skiers develop strength, agility and balance, along with overall health, fitness, confidence and drive. Our club operates under the Canadian Freestyle Ski Association (CFSA) umbrella and forms part of a stream linking grassroots athlete development with provincial and national freestyle skiing organizations, including the Olympics. 

We firmly believe that the foundation for sound athlete development begins with a strong coaching staff, a nurturing environment, and lots of support from parent volunteers.  Though our club is performance-oriented, we tailor our coaching to meet each athletes individual gaols, including those that simply want to freestyle ski for the fun of it – and do it safely.",2000,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c90927c7c5d50001a1890c/picture,,,,,
Ex aequo,Ex aequo,Cold,,14,civic & social organization,farshogar.irani@gmail.com,http://www.exaequo.net,http://www.linkedin.com/company/ex-aequo,https://facebook.com/exaequo.net,https://twitter.com/exaequo_,3680 Rue Jeanne-Mance,Montreal,Quebec,Canada,H2X 2K5,"3680 Rue Jeanne-Mance, Montreal, Quebec, Canada, H2X 2K5","actions citoyennes, accessibilite universelle, inclusion sociale des personnes ayant une limitation fonctionnelle, concertation et partenariats, defense des droits des personnes ayant une deficience motrice, civic & social organizations, services sociaux et communautaires, droits humains, transport adapté, droits des personnes handicapées, campagne de sensibilisation, mobilisation citoyenne, revendications sociales pour le handicap, transport en commun, inclusion sociale, accessibilité, handicap, accessibilité universelle transport, partenariats communautaires, participation citoyenne en situation de handicap, action pour l'inclusion des personnes en situation de handicap, inclusion sociale et droits humains, mobilisation sociale, aménagement urbain inclusif, mobilisation, mobilisation pour l'accessibilité, campagne de revendication, droits des personnes en situation de handicap, autonomie, normes d'accessibilité, action citoyenne, revendications sociales, aménagement urbain, soutien à domicile, politiques publiques, transport accessible, représentation, droit à l'autonomie, dignité, accessibilité universelle, représentation politique, associations à but non lucratif, égalité des droits, accessibilité des bâtiments, accessibilité dans les transports publics, participation citoyenne, non-profit, services, nonprofit organization management",'+1 514-288-3852,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Amazon SES, WordPress.org, Facebook Login (Connect), Google Tag Manager, Facebook Widget, Mobile Friendly, Gravity Forms, Google Font API",,,,,7605000,,68a4a4b1e0299d0001ea4572,8399,81331,Ex aequo est un organisme montréalais qui oeuvre à la promotion et à la défense collective des droits des personnes ayant une déficience motrice.,1980,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e7e44a6200f30001325132/picture,,,,,
DoubleTree By Hilton Gatineau-Ottawa,DoubleTree By Hilton Gatineau-Ottawa,Cold,,14,hospitality,farshogar.irani@gmail.com,http://www.gatineaudoubletree.com,http://www.linkedin.com/company/doubletree-by-hilton-gatineau-ottawa,https://facebook.com/doubletreebyhiltongatineauottawa,https://twitter.com/doubletree,1170 Chemin d'Aylmer,Gatineau,Quebec,Canada,J9H 7L3,"1170 Chemin d'Aylmer, Gatineau, Quebec, Canada, J9H 7L3","hotel, golf, centre de conference, spa, restaurant, conference facilities, boutique hotel gatineau, hotel with restaurant, gastronomy experience, luxury hotel gatineau, guest services, wellness services, luxury hotel, gourmet dining, golf course, special event spaces, event planning and venues, spa and golf, room suites, room service, wellness and relaxation, luxury suites, gatineau, premium services, event hosting, wellness treatments, event spaces gatineau, restaurant dining, premium guest experience, spa and wellness, spa treatments, kena spa, electric vehicle charging, hotel with conference rooms, hotel amenities, luxury accommodations, fitness center, room booking, spa services, boutique hotel, hotel packages, hospitality, hotel promotions, conference and event spaces, luxury hotels, luxury hotel near ottawa, golf and spa packages, b2c, d2c, services, leisure, travel & tourism",'+1 819-778-0000,"Outlook, Microsoft Office 365, Mobile Friendly, Google Tag Manager, WordPress.org, AI, Remote",,,,,6772000,,68a4a4b1e0299d0001ea4558,7011,72111,"Stay at the magnificent DoubleTree by Hilton Hotel Gatineau-Ottawa and enjoy beautiful furnishings, enchanting natural surroundings, the highest quality business and leisure amenities and a warm welcome from our dedicated staff. You'll even be greeted with a signature DoubleTree chocolate chip cookie when you check in.

Just a stone's throw from the banks of the Ottawa River, the hotel looks onto an impeccable 18-hole golf course, boasting beautiful views of the Champlain Bridge and the Peace Tower. Surrounded by nature, yet less than ten minutes from Parliament Hill and the ByWard Market, this stunning hotel in Gatineau blends the grandeur and charm of the area with contemporary style and premier comfort.

All of the spacious and elegant guest rooms at this Château style hotel in Gatineau offer modern amenities, including a 42-inch flat screen TV, a Keurig® coffee maker, complimentary WiFi and plush beds. The hotel's Conference Center features a business center and 19,000 sq. ft. of meeting space, comprised of 19, naturally lit meeting rooms; ideal for a variety of business and social events for up to 800 people.

Work out in the complimentary Santé Universelle Fitness Center, swim in the indoor salt-water pool or indulge in a luxury treatment in the tranquil spa. Dine in the bistro-style restaurant, Le Bistronome or savor an exciting Brazilian culinary experience and lively entertainment at EKKO de Brazil – the National Capital's first authentic Brazilian Churrascaria.

.Highlights

•Château style hotel in Gatineau, 10 minutes from downtown Ottawa
•18-hole golf course, full-service spa and hair salon, fitness center and indoor salt-water pool
•30 minutes from Ottawa MacDonald-Cartier International Airport
•Conference Center with 19,000 sq. ft. of meeting space, including a grand ballroom
•Complimentary on-site parking",2013,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66031b28f1492500077de2cd/picture,,,,,
Artistic Skylight,Artistic Skylight,Cold,,13,architecture & planning,farshogar.irani@gmail.com,http://www.artisticskylight.com,http://www.linkedin.com/company/artistic-skylight-domes,https://www.facebook.com/artisticskylight/,https://twitter.com/Art_Skylight,255 Regina Rd,Vaughan,Ontario,Canada,L4L 8M3,"255 Regina Rd, Vaughan, Ontario, Canada, L4L 8M3","skylights, residential skylights, commercial skylights, custom skylights, skylight, skylight installation, structural architectural skylights, standard skylights, installations, deliveries, manufacturing, ontariomade, canada, canadianbuilt, glazing, glass, acrylics, aluminum, structural glass skylights, skylight with vinyl curb, building materials, uv protection, uv filtering skylights, architectural services, thermoformed acrylic skylights, uv resistant skylights, skylight manufacturing, skylight design support, continuous ridge skylights, uv protection coatings, uv resistant glazing, thermoformed plastic skylights, skylight with aluminum curb, energy star skylights, thermoformed acrylic, daylighting solutions, modular skylights, high-quality daylighting products, uv resistant materials, frost-free skylights, prefabricated skylights, uv coated skylights, uv blocking films, uv blocking skylights, skylight flashing kits, multiwall skylights, skylight installation services, construction, aluminum curb mount skylights, continuous wall-mounted skylights, architectural glass, custom daylighting solutions, frost-free dome skylights, energy-efficient skylights, uv filtering films, frost-free commercial skylights, b2b, consulting, services, mechanical or industrial engineering",'+1 416-747-7233,"Outlook, MailChimp SPF, Microsoft Office 365, Apache, Google Maps (Non Paid Users), Google Tag Manager, WordPress.org, ShareThis, Google Dynamic Remarketing, DoubleClick Conversion, Google Maps, Google AdWords Conversion, YouTube, MailChimp, Cedexis Radar, Google Analytics, Simpli.fi, Vimeo, Mobile Friendly, Typekit, DoubleClick, reCAPTCHA, Google Font API, Adobe Media Optimizer, Remote, Basis",,,,,14011000,,68a4a4b1e0299d0001ea455c,1742,33232,"Backed by over 50 years of experience in skylight manufacturing, Artistic Skylight Domes Ltd. is a proud Canadian manufacturer of standard and custom skylights.

To maintain our high levels of quality control, our management team uses a hands on approach as well as using state of the art machinery for all our in house manufacturing.

As part of our ongoing commitment to our customers we strive to provide quality products, customer service and satisfaction second to none.

All Artistic Skylights meet or exceed Canadian Government Specifications (CAN/CGSB-63, 14-M89) and are available in a large selection of standard sizes as well as a wide variety of custom sizes, shapes and colours for all residential, commercial and industrial applications.

Our well experienced staff is always available to promptly deal with all inquiries regarding technical information, details and budgeting.

We manufacture and install custom skylights, residential skylights, and commercial skylights. Contact us here or at artisticskylight.com to get started on adding skylights to your home or building.",1980,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/689266c7ea8488000176a6c8/picture,,,,,
